"Accession","Min_1","Min_2","Min_3","Gene","Protein"
"P11655",1.51268976840814e-05,1.56281069056967e-05,1.51003402961748e-05,"YNR026C","SEC12"
"P11709",1.45169547141654e-08,1.45214252174998e-08,1.62889869704915e-08,"YCL029C","BIK1"
"P11745",0.000200479872443175,0.000202936657657392,0.000196878008659218,"YMR235C","RNA1"
"P11792",4.33581993244536e-05,4.33981414964189e-05,4.68382462210514e-05,"YHR205W","SCH9"
"P11914",0.000105843555550026,0.000106692282226076,0.000110726934001113,"YHR024C","MAS2"
"P11938",6.59869884673612e-05,6.64341556713325e-05,6.8443752354223e-05,"YNL216W","RAP1"
"P11972",1.14227914358616e-05,1.13446703037377e-05,1.17659253214021e-05,"YLR452C","SST2"
"P11978",1.0198673034313e-06,9.73454893773346e-07,1.15044179397082e-06,"YDR227W","SIR4"
"P11986",0.000402771936765816,0.000505488170331635,0.00044210569181243,"YJL153C","INO1"
"P12383",1.27336767070266e-05,1.26139960495822e-05,1.35701789820336e-05,"YGL013C","PDR1"
"P12385",0.000643862202427094,0.000664024362501551,0.000649493297851266,"YBR143C","SUP45"
"P12611",3.9689274398152e-05,4.12441036541158e-05,4.26062519336414e-05,"YOR043W","WHI2"
"P12612",0.000604204082983359,0.000632303630691209,0.000612741334352314,"YDR212W","TCP1"
"P12630",1.90398945761508e-06,2.05290168408171e-06,1.91723230507748e-06,"YIL015W","BAR1"
"P12683",3.97775655948826e-05,4.38869985566771e-05,4.70718744104298e-05,"YML075C","HMG1"
"P12684",4.44247746639979e-05,4.11459468369615e-05,4.3341594272568e-05,"YLR450W","HMG2"
"P12686",5.13752515142331e-06,4.41885726612921e-06,4.35945485064397e-06,"YGR084C","MRP13"
"P12687",1.49648280685159e-05,1.39986769517048e-05,1.53123356019354e-05,"YNL005C","MRP7"
"P12688",1.51167267351406e-05,1.52843427497571e-05,1.63466687358445e-05,"YKL126W","YPK1"
"P12695",0.000550296203987701,0.000585473124816154,0.000559025367180062,"YNL071W","LAT1"
"P12709",0.0103037685290786,0.00951524824969759,0.00965857401948616,"YBR196C","PGI1"
"P12753",1.07746861839731e-05,1.08224244455354e-05,1.13717441863342e-05,"YNL250W","RAD50"
"P12754",4.01372302215947e-05,4.17323490441821e-05,4.22741475965976e-05,"YGR083C","GCD2"
"P12866",3.57670829666399e-06,3.7655175510257e-06,3.8521082938177e-06,"YKL209C","STE6"
"P12868",2.3906803286439e-05,2.4465019099953e-05,2.53333664519749e-05,"YMR231W","PEP5"
"P12887",3.09884136036079e-06,2.98107285780231e-06,2.99900036482861e-06,"YML021C","UNG1"
"P12904",6.68309775643835e-05,6.57285977004056e-05,6.65819323413258e-05,"YGL115W","SNF4"
"P12945",0.000115025651447983,0.000107176885748757,0.000109691064580194,"YDL040C","NAT1"
"P12954",2.00641574286947e-05,2.01205999737498e-05,2.26490500489194e-05,"YJL092W","SRS2"
"P12962",7.14969758415143e-06,7.53353494897591e-06,7.48771037554703e-06,"YOR276W","CAF20"
"P13090",3.65155130684005e-06,3.33115606770872e-06,3.66605336928723e-06,"YML116W","ATR1"
"P13185",1.33651691792606e-05,1.35693067257612e-05,1.45493939693683e-05,"YDR122W","KIN1"
"P13186",5.9841056773966e-07,7.53088210878417e-07,6.28300887288931e-07,"YLR096W","KIN2"
"P13188",0.000484237314102127,0.000497271479283922,0.000485451581296056,"YOR168W","GLN4"
"P13259",1.35275421728116e-05,1.36256046704853e-05,1.33076617897433e-05,"YGR202C","PCT1"
"P13298",0.000212961992283149,0.000239615275753555,0.000228315148027023,"YML106W","URA5"
"P13382",4.1158569976177e-05,3.93064698770038e-05,4.06036667350406e-05,"YNL102W","POL1"
"P13393",1.21579244025489e-05,1.26214269160441e-05,1.22798858038517e-05,"YER148W","SPT15"
"P13433",4.93614519954777e-06,5.05679249436641e-06,5.18845417983024e-06,"YFL036W","RPO41"
"P13517",1.24457976480841e-05,1.18318366959069e-05,1.20057487222919e-05,"YIL034C","CAP2"
"P13574",8.01218705535359e-06,7.95841668111217e-06,8.46685089753385e-06,"YHR084W","STE12"
"P13586",9.27875476886067e-05,9.71926544160655e-05,9.71537577319398e-05,"YGL167C","PMR1"
"P13663",0.00154412915051973,0.00155025381894723,0.00165065283994527,"YDR158W","HOM2"
"P13856",2.51864560241691e-05,2.60269040824244e-05,2.67634780812441e-05,"YGR152C","RSR1"
"P13902",2.80603228647979e-07,2.96775909323944e-07,2.93774132063405e-07,"YOL108C","INO4"
"P14020",0.000661022934230106,0.000610957537832675,0.000645053073127767,"YPR183W","DPM1"
"P14065",1.27483280164435e-05,1.29267412452578e-05,1.43235994756846e-05,"YOR120W","GCY1"
"P14120",0.000880651214918696,0.000932064840737491,0.000890950420368537,"YGL030W","RPL30"
"P14126",0.00560655553146043,0.00561827510058645,0.00544401017310575,"YOR063W","RPL3"
"P14164",0.000101522164220413,9.55605175971413e-05,0.00011118195037234,"YKL112W","ABF1"
"P14180",5.99714427175902e-06,6.02086600372695e-06,6.36685491126531e-06,"YBR038W","CHS2"
"P14306",4.99352643585192e-07,5.2204605652679e-07,5.51650542678077e-07,"YLR178C","TFS1"
"P14540",0.0218327440050632,0.0226907230368492,0.0228759013255658,"YKL060C","FBA1"
"P14680",9.89100745366248e-06,9.72058977047392e-06,1.14510414517308e-05,"YJL141C","YAK1"
"P14681",4.5592690704678e-06,4.53226906767885e-06,5.01180949258723e-06,"YGR040W","KSS1"
"P14693",9.25538413666662e-06,9.95945722163696e-06,1.02316581162242e-05,"YHR083W","SAM35"
"P14736",1.71552819642038e-07,1.63560051889835e-07,1.66335800170246e-07,"YER162C","RAD4"
"P14737",1.67680586501126e-06,1.73159456947365e-06,1.90585527754305e-06,"YDR217C","RAD9"
"P14741",6.27823438939417e-05,6.4883718092907e-05,6.32917845113774e-05,"YKR026C","GCN3"
"P14742",0.000157918541637023,0.000153862402217993,0.000165451333205126,"YKL104C","GFA1"
"P14743",6.30148457832857e-05,6.50057731983376e-05,6.33669576965251e-05,"YLR195C","NMT1"
"P14747",1.86273039893396e-05,1.92274030236194e-05,1.99415026142718e-05,"YML057W","CMP2"
"P14772",1.07442782801781e-05,1.04127613272177e-05,1.16698559810063e-05,"YLL015W","BPT1"
"P14832",0.00091249057415155,0.000820070472242931,0.000999029076233745,"YDR155C","CPR1"
"P14843",8.52894353693984e-05,8.70175825516797e-05,8.61907650246686e-05,"YDR035W","ARO3"
"P14904",0.00024109551039225,0.000217521153752345,0.000243377761256805,"YKL103C","APE1"
"P14905",3.78215682780198e-06,3.7018666146632e-06,4.41955662930333e-06,"YDR197W","CBS2"
"P14906",8.36095974470851e-05,8.90762579979334e-05,8.73054092823995e-05,"YOR254C","SEC63"
"P14907",3.38902292630297e-05,3.75930811139774e-05,3.54238575584723e-05,"YJL041W","NSP1"
"P14908",4.3265327368071e-06,3.65594570032663e-06,4.07710982154137e-06,"YMR228W","MTF1"
"P14922",0.00010563636024253,0.000112328038505625,0.000109812867763696,"YBR112C","CYC8"
"P15019",0.00575459902523504,0.00585989335109078,0.00563869257634337,"YLR354C","TAL1"
"P15108",0.00261558252417879,0.00269045930171022,0.00259553101487243,"YMR186W","HSC82"
"P15179",3.04626319581123e-07,2.89534583116745e-07,3.55377554193103e-07,"YPL104W","MSD1"
"P15180",0.000929146640543687,0.000918422285784542,0.000912440846297653,"YDR037W","KRS1"
"P15202",1.47709800962463e-06,2.61987744259111e-06,2.29739776746955e-06,"YDR256C","CTA1"
"P15274",6.23002783249802e-05,6.38028065268484e-05,6.5318704510048e-05,"YML035C","AMD1"
"P15303",0.000412384034160902,0.000410134176408776,0.000421121463448779,"YPR181C","SEC23"
"P15367",3.98604795907733e-05,3.74909093824743e-05,4.09600222518001e-05,"YIR022W","SEC11"
"P15424",4.28231481383806e-05,4.19366963912206e-05,4.27124427401447e-05,"YDR194C","MSS116"
"P15436",1.67409155192343e-05,1.69412228442696e-05,1.7755271287608e-05,"YDL102W","POL3"
"P15442",5.161834855492e-06,4.92658217810602e-06,5.55103541053889e-06,"YDR283C","GCN2"
"P15454",0.000280087916642312,0.000292184693439331,0.000278135138685087,"YDR454C","GUK1"
"P15496",0.000100424331094554,0.000105599144950336,9.96687886890358e-05,"YPL117C","IDI1"
"P15565",5.0413913676724e-05,5.29683218934649e-05,5.34545319027583e-05,"YDR120C","TRM1"
"P15624",0.000253981710256677,0.000258173973381782,0.000240981007069382,"YLR060W","FRS1"
"P15625",0.000395926248878543,0.000409166476038216,0.000392947207650636,"YFL022C","FRS2"
"P15646",0.000375913976581245,0.000389442386392744,0.00038672277928167,"YDL014W","NOP1"
"P15700",0.00030413801864107,0.000314943755134936,0.000301723554945391,"YKL024C","URA6"
"P15703",0.000601018550973958,0.00059552713750404,0.000604929764147173,"YGR282C","BGL2"
"P15705",0.000597877252257472,0.000613905329473017,0.000598876457388242,"YOR027W","STI1"
"P15790",5.61829726316311e-05,5.6060526206965e-05,5.70199432742368e-05,"YIL035C","CKA1"
"P15807",7.53653291404091e-06,7.95240379897865e-06,8.00867576346454e-06,"YBR213W","MET8"
"P15873",0.000314787016587275,0.000315125761962563,0.000315880182583122,"YBR088C","POL30"
"P15891",0.000178439201738881,0.000178873863090455,0.00018453981827219,"YCR088W","ABP1"
"P15938",4.52015859596659e-06,4.46195746798847e-06,4.15202897863449e-06,"YKR086W","PRP16"
"P15992",0.000246624800753801,0.000424561782862257,0.000360353963916931,"YBR072W","HSP26"
"P16120",0.00128530973599692,0.00136127989685407,0.00133757726157335,"YCR053W","THR4"
"P16140",0.00132651566355082,0.00128448986577868,0.00129060550174654,"YBR127C","VMA2"
"P16370",1.11777389243117e-06,1.1505696234255e-06,1.17344925015222e-06,"YIL021W","RPB3"
"P16387",0.000533173850745524,0.000526008389578149,0.000524605360041898,"YER178W","PDA1"
"P16451",4.60858090712203e-05,4.99347285066823e-05,4.73350540022513e-05,"YGR193C","PDX1"
"P16467",4.93080143291114e-05,3.97688928771365e-05,5.15739104891275e-05,"YLR134W","PDC5"
"P16474",0.00173270866300647,0.00169602036284119,0.00171875010053958,"YJL034W","KAR2"
"P16521",0.0158876587945847,0.0162146091315519,0.0157864884112379,"YLR249W","YEF3"
"P16522",1.24169612965524e-05,1.25826456926032e-05,1.46691026360015e-05,"YHR166C","CDC23"
"P16547",9.71049244378735e-05,0.000127939598391933,0.0001269735605839,"YIL136W","OM45"
"P16550",0.000451333504147346,0.000435310066827368,0.000434280330811436,"YCL050C","APA1"
"P16603",0.00042330893403319,0.000463051848249074,0.000449400952708685,"YHR042W","NCP1"
"P16622",0.000231185665888301,0.000225625706714922,0.000228096605399675,"YOR176W","HEM15"
"P16639",6.52521417910593e-06,6.62654150094723e-06,7.02092325813721e-06,"YGL017W","ATE1"
"P16649",0.0001708433264552,0.000173726614553732,0.000168784424946217,"YCR084C","TUP1"
"P16658",1.5590791116227e-06,1.48871266615928e-06,1.55107580480277e-06,"YLR105C","SEN2"
"P16661",1.64379251133831e-05,1.54665300473188e-05,1.62749977310398e-05,"YBR110W","ALG1"
"P16664",7.74065711749823e-06,7.47301734602048e-06,7.67300053661415e-06,"YDR137W","RGP1"
"P16861",0.00323286973175152,0.00333730201370228,0.0033670721777087,"YGR240C","PFK1"
"P16862",0.00176661439574046,0.00181225480832955,0.00183922486084595,"YMR205C","PFK2"
"P16892",3.04679442127943e-05,3.18561889419187e-05,3.11172765501672e-05,"YBL016W","FUS3"
"P17064",0.00072207593682481,0.000714283962976504,0.00073512876847258,"YER056C","FCY2"
"P17065",1.10218423574784e-05,1.05636099469527e-05,1.14412907393136e-05,"YNL272C","SEC2"
"P17076",0.000275553105501366,0.000297995494126248,0.000280793981362408,"YHL033C","RPL8A"
"P17106",0.000151883923855631,0.000148033376063072,0.000153081451989865,"YJR060W","CBF1"
"P17119",1.26246351808646e-06,1.2132609647015e-06,1.35937515861276e-06,"YPR141C","KAR3"
"P17121",1.30266281089886e-06,1.31042590986514e-06,1.36940206696017e-06,"YDR389W","SAC7"
"P17157",4.00594491736754e-05,4.13671829301669e-05,4.11166903075051e-05,"YPL031C","PHO85"
"P17255",0.00414388333678627,0.00417534560039775,0.00407645721176522,"YDL185W","VMA1"
"P17423",0.000210383969219075,0.000212665100730729,0.00021872163572063,"YHR025W","THR1"
"P17442",8.60164706619208e-06,8.74520547222715e-06,9.06910774946414e-06,"YGR233C","PHO81"
"P17505",9.44486197529207e-05,0.000100144007166545,9.95095742070675e-05,"YKL085W","MDH1"
"P17536",5.28697663014169e-05,5.28607206699389e-05,5.27709521150645e-05,"YNL079C","TPM1"
"P17555",0.000297263348768442,0.000299986596424926,0.000289419879238862,"YNL138W","SRV2"
"P17558",1.28358706163191e-05,1.30529713175801e-05,1.34360820715852e-05,"YOR158W","PET123"
"P17629",6.62873389934867e-06,6.2043598557181e-06,7.51839604768239e-06,"YDR138W","HPR1"
"P17649",7.15905999699294e-05,6.65243974002444e-05,7.15302657484072e-05,"YGR019W","UGA1"
"P17695",5.28187221557688e-06,5.31334904626071e-06,6.15368378114702e-06,"YDR513W","GRX2"
"P17709",0.000344024095374304,0.000286169466867366,0.000316940626214291,"YCL040W","GLK1"
"P17883",7.2299140395407e-05,7.4541779830276e-05,7.42859992620632e-05,"YPR189W","SKI3"
"P17890",5.66001899011349e-06,5.64313824630163e-06,5.78475898061527e-06,"YNL151C","RPC31"
"P17891",0.000240008185061219,0.000236498573731425,0.000234118121907061,"YGR167W","CLC1"
"P17898",9.26270428149488e-06,9.58784380785678e-06,9.38823832231107e-06,"YNL130C","CPT1"
"P17967",0.000887950562952619,0.000828478847451266,0.000895823139052048,"YCL043C","PDI1"
"P18238",2.564155255764e-06,2.62678495063717e-06,2.4759373016924e-06,"YBR085W","AAC3"
"P18239",0.000384517554472943,0.000398710868367326,0.00040991537915024,"YBL030C","PET9"
"P18408",7.07860858517455e-06,7.07664272324545e-06,6.74045014781819e-06,"YPR167C","MET16"
"P18480",4.36534717645626e-06,4.56190039308967e-06,4.60816974709664e-06,"YBR289W","SNF5"
"P18496",2.19146505885707e-06,1.85139733569059e-06,2.21270488562993e-06,"YLR393W","ATP10"
"P18544",0.000112925345060573,0.000114334371432287,0.000119298273202156,"YOL140W","ARG8"
"P18562",0.000331040372215033,0.000337973865318663,0.000343235607475719,"YHR128W","FUR1"
"P18634",1.2517734254958e-06,1.14909623457179e-06,1.20740173171188e-06,"YLR392C","ART10"
"P18759",8.19915278758108e-05,8.17466297195844e-05,8.47068072003716e-05,"YBR080C","SEC18"
"P18851",1.24423306679374e-05,1.25277658664054e-05,1.23131276255944e-05,"YOR212W","STE4"
"P18852",1.79109663648615e-06,2.02022164602004e-06,2.051936036824e-06,"YJR086W","STE18"
"P18888",5.58358870768624e-06,5.60791953969563e-06,5.84833858670802e-06,"YHL025W","SNF6"
"P18900",1.78667396572054e-05,1.70506958534949e-05,1.72720599162108e-05,"YBR003W","COQ1"
"P18961",1.18552757044588e-06,9.3394337089926e-07,1.06038765956568e-06,"YMR104C","YPK2"
"P18962",0.000125191135418672,0.000117345434532852,0.000128144791497603,"YHR028C","DAP2"
"P19073",0.000117637726087564,0.000104025228404861,0.000121549710052783,"YLR229C","CDC42"
"P19097",0.00376641705880754,0.00391705727590811,0.0039029817970645,"YPL231W","FAS2"
"P19145",5.46374143671855e-05,5.95432727528649e-05,6.03163051778891e-05,"YKR039W","GAP1"
"P19146",0.000133118714971886,0.000123730876982976,0.000136815362377566,"YDL137W","ARF2"
"P19158",2.01258300164932e-06,1.89584648751185e-06,2.23263318219158e-06,"YOL081W","IRA2"
"P19262",2.90386499280435e-05,3.16298904276063e-05,3.22364983496143e-05,"YDR148C","KGD2"
"P19263",2.39232694866481e-05,2.3793907633398e-05,2.46766933793996e-05,"YLR071C","RGR1"
"P19358",0.000563232410629402,0.000633178342743688,0.000620282700164436,"YDR502C","SAM2"
"P19414",0.00120412177827541,0.00120410892106296,0.00117604927247163,"YLR304C","ACO1"
"P19454",0.000112979665621808,0.000119300309453507,0.0001134599510443,"YOR061W","CKA2"
"P19516",6.09451776518119e-06,4.96848539443451e-06,5.88721277852679e-06,"YPL132W","COX11"
"P19524",0.00023317170674937,0.000238875564562161,0.000243586926147357,"YOR326W","MYO2"
"P19658",6.50903821832408e-06,6.59961246200738e-06,6.60369420251306e-06,"YJL085W","EXO70"
"P19659",2.01483134588909e-05,1.96599142764602e-05,2.19555529226115e-05,"YOL051W","GAL11"
"P19735",1.59874075468764e-05,1.49748497559668e-05,1.64204700095654e-05,"YBR055C","PRP6"
"P19736",2.34949549885951e-06,2.32045921727861e-06,2.68119283031575e-06,"YDL030W","PRP9"
"P19807",2.05278692088822e-05,2.0284201418557e-05,2.27915790044779e-05,"YGL077C","HNM1"
"P19812",4.15954198931988e-05,4.12187770397148e-05,4.3076690251726e-05,"YGR184C","UBR1"
"P19880",2.3835021069014e-06,2.42207330267507e-06,2.74423257752363e-06,"YML007W","YAP1"
"P19881",2.40353571543667e-05,2.38051256704726e-05,2.54312827117899e-05,"YDL236W","PHO13"
"P19882",0.00417682854598062,0.00405675617134216,0.0040664996551525,"YLR259C","HSP60"
"P19955",1.8737801423673e-06,1.96270081638594e-06,2.01204970229573e-06,"YFR049W","YMR31"
"P19956",2.28434115984995e-06,2.33412083427269e-06,2.28551595164641e-06,"YMR225C","MRPL44"
"P20049",2.85735589570433e-06,2.85324886802657e-06,2.89742826386176e-06,"YBR166C","TYR1"
"P20051",3.78002143907582e-05,3.942304874386e-05,3.77523108718467e-05,"YLR420W","URA4"
"P20053",4.21027479442227e-06,4.36918435543388e-06,4.68346484074473e-06,"YPR178W","PRP4"
"P20081",0.000128632546761747,0.000128509779534375,0.000137835723601421,"YNL135C","FPR1"
"P20084",9.24849293892631e-06,7.38381625415992e-06,8.01821494753089e-06,"YMR286W","MRPL33"
"P20095",2.00176562817456e-06,2.0775795385645e-06,2.1584804353601e-06,"YNR011C","PRP2"
"P20107",0.00013564368857034,0.000139259058120816,0.000145016261229757,"YMR243C","ZRC1"
"P20133",1.87257044388169e-05,1.91039380784631e-05,1.92566289221005e-05,"YPR176C","BET2"
"P20134",3.6066119676305e-06,3.44967383405151e-06,3.90616352372347e-06,"YOR140W","SFL1"
"P20424",0.000109424513025816,0.00010972305317125,0.000110908784355894,"YPR088C","SRP54"
"P20433",7.98712903837113e-06,8.42201302874172e-06,8.18783525691875e-06,"YJL140W","RPB4"
"P20434",0.000115219432601704,0.000122660890513841,0.000115987937781025,"YBR154C","RPB5"
"P20435",4.79861250543058e-05,5.22801405321827e-05,4.61130464475996e-05,"YPR187W","RPO26"
"P20436",5.72055847233991e-05,5.94556215975512e-05,5.35467323893535e-05,"YOR224C","RPB8"
"P20447",0.00194104243343394,0.00204716195274639,0.00199355207208885,"YGL078C","DBP3"
"P20448",2.65788317989513e-05,2.80740871923897e-05,2.73551907429322e-05,"YJL033W","HCA4"
"P20449",8.04034737942731e-05,8.23175681580354e-05,8.4646030166733e-05,"YOR046C","DBP5"
"P20457",1.21947109415174e-06,1.22673841974914e-06,1.21376561486859e-06,"YKL045W","PRI2"
"P20459",0.000609995608868346,0.000625329156032966,0.000623213343916699,"YJR007W","SUI2"
"P20484",2.02734873584591e-05,2.03130531254366e-05,2.13175351628306e-05,"YKL021C","MAK11"
"P20485",9.58348213392961e-05,9.28819632011718e-05,9.71475883938667e-05,"YLR133W","CKI1"
"P20486",1.39340520144609e-05,1.17323428256594e-05,1.23618017237454e-05,"YBR135W","CKS1"
"P20604",1.29520994052664e-05,1.28145991450382e-05,1.3423414993357e-05,"YDL047W","SIT4"
"P20606",0.000212470818015313,0.000223286372572353,0.00020759726368782,"YPL218W","SAR1"
"P20676",2.96571299885874e-06,3.16853853768271e-06,3.06989285682687e-06,"YOR098C","NUP1"
"P20795",1.01720561825038e-05,1.0457462184166e-05,1.03358227277164e-05,"YLR396C","VPS33"
"P20967",0.000309657936669783,0.000336686359370793,0.000337175502445489,"YIL125W","KGD1"
"P21147",0.000108448328316188,0.000108874815026982,0.000123053841258966,"YGL055W","OLE1"
"P21182",1.56043101926097e-05,1.57718741500708e-05,1.55045128516974e-05,"YOL052C","SPE2"
"P21242",0.000194798407501493,0.000185596557148944,0.00020406692424383,"YOR362C","PRE10"
"P21243",0.000145853539537322,0.000140204811348799,0.000144553684175748,"YGL011C","SCL1"
"P21264",0.000792885241634384,0.000845210680871826,0.000825892818155061,"YOR128C","ADE2"
"P21269",2.07069486081029e-05,2.11094166466871e-05,2.15853952396945e-05,"YER168C","CCA1"
"P21304",0.00023048882912625,0.00023255315801575,0.00022904160787048,"YLR196W","PWP1"
"P21306",9.65056195142175e-06,1.01138136644779e-05,1.068619968215e-05,"YPL271W","ATP15"
