"Accession","Min_1","Min_2","Min_3","Gene","Protein"
"P41819",6.6256301021513e-05,6.8234491124167e-05,6.91203590267079e-05,"YPL266W","DIM1"
"P41832",1.73813273796755e-05,1.73984824875166e-05,1.81631271172106e-05,"YNL271C","BNI1"
"P41835",4.52749707646427e-06,4.62078087334374e-06,4.74276805146258e-06,"YPL214C","THI6"
"P41895",2.30393500882525e-05,2.4267316899847e-05,2.40852006136376e-05,"YGR186W","TFG1"
"P41896",9.66478661860288e-06,9.70753969087522e-06,9.5629210537415e-06,"YGR005C","TFG2"
"P41903",4.78276292679808e-06,4.92861329732465e-06,5.30463750355602e-06,"YJR019C","TES1"
"P41910",2.60387260361791e-05,2.40646765836449e-05,2.85560326601852e-05,"YDR005C","MAF1"
"P41911",0.000239216387318217,0.000250388511392341,0.000249295078365448,"YOL059W","GPD2"
"P41913",2.39042792910615e-06,2.68660069775995e-06,2.67108224934997e-06,"YOR355W","GDS1"
"P41920",2.23607065988442e-05,2.33024949072135e-05,2.23842078903508e-05,"YDR002W","YRB1"
"P41921",3.71207201361362e-05,3.55933557589667e-05,3.8417164540402e-05,"YPL091W","GLR1"
"P41939",9.33802665837943e-05,0.000122211254389997,0.000122140935718563,"YLR174W","IDP2"
"P41940",0.000624183649122493,0.00064943570201029,0.000639752216691414,"YDL055C","PSA1"
"P42073",4.14740034925081e-06,4.29304730952942e-06,4.30423686421659e-06,"YDR195W","REF2"
"P42223",9.26220562222311e-07,9.67632799407001e-07,1.27625729816369e-06,"YDR351W","SBE2"
"P42826",2.70321136568187e-05,2.63010867573308e-05,2.83160726170079e-05,"YGR194C","XKS1"
"P42838",5.53437796035033e-05,5.70093346192325e-05,5.70458679003444e-05,"YNL323W","LEM3"
"P42839",9.58461965415455e-07,8.08506216371254e-07,9.98694470964208e-07,"YNL321W","VNX1"
"P42840",2.09397011135132e-05,1.03462050168582e-05,2.04382428816843e-05,"YNL320W","YNL320W"
"P42841",1.23378256801989e-06,1.26668796467593e-06,1.24368990488975e-06,"YNL317W","PFS2"
"P42842",4.23881796101735e-05,4.40767150371355e-05,4.49019183431014e-05,"YNL313C","EMW1"
"P42843",3.78151684364331e-06,3.6732439499152e-06,4.14710290594469e-06,"YNL311C","SKP2"
"P42846",7.64967633534853e-05,7.84175826157018e-05,7.83881513996195e-05,"YNL308C","KRI1"
"P42847",9.32865115763622e-06,7.966480852858e-06,8.44604702700557e-06,"YNL306W","MRPS18"
"P42900",1.60727259557863e-05,1.34466030636767e-05,1.54269772606116e-05,"YLR139C","SLS1"
"P42934",4.03063958851122e-06,4.06742369555928e-06,4.34003289174533e-06,"YGR199W","PMT6"
"P42935",6.11582892061873e-05,4.77297513316885e-05,5.67929687764066e-05,"YGR200C","ELP2"
"P42937",3.20049611015924e-05,2.77834914407333e-05,3.24782398474581e-05,"YGR203W","YCH1"
"P42938",1.68711696736998e-05,1.50442610162715e-05,1.76853071704617e-05,"YGR205W","TDA10"
"P42940",0.00021937252410473,0.000227142394589003,0.000223866830841232,"YGR207C","CIR1"
"P42941",9.73552786217758e-05,0.000102162459981679,9.61312088540467e-05,"YGR208W","SER2"
"P42942",1.13495374312762e-05,1.13896626910695e-05,1.11473731986985e-05,"YGR210C","YGR210C"
"P42943",0.000539353427742042,0.000559149324407446,0.000551955407368695,"YJL111W","CCT7"
"P42945",0.000153736728039685,0.000158259354313818,0.000161818274724639,"YJL109C","UTP10"
"P42948",1.38612957906073e-05,1.41213945523573e-05,1.5462627455377e-05,"YJL105W","SET4"
"P42949",4.19155812292665e-05,4.3158278451706e-05,4.30480589047748e-05,"YJL104W","PAM16"
"P43123",5.31682348908002e-05,5.50435919063126e-05,5.6117010742999e-05,"YDL103C","QRI1"
"P43124",9.78465241907788e-07,9.29446215325042e-07,1.09069364414111e-06,"YDL105W","NSE4"
"P43535",3.58872199629272e-05,3.66922615408517e-05,3.67095077829726e-05,"YFR009W","GCN20"
"P43554",1.93222341979936e-05,1.89880382161077e-05,2.13803969748707e-05,"YFL049W","SWP82"
"P43555",3.46260675761867e-05,3.70566832200731e-05,3.66627725038607e-05,"YFL048C","EMP47"
"P43556",2.80142282097654e-05,2.85492141727163e-05,2.92394165095238e-05,"YFL047W","RGD2"
"P43557",1.68310730769249e-05,1.63786531618591e-05,1.82481362238204e-05,"YFL046W","FMP32"
"P43558",2.20170458361318e-06,2.27464304164626e-06,2.34244406782429e-06,"YFL044C","OTU1"
"P43560",1.44727797738319e-05,1.37035925854262e-05,1.4781696597644e-05,"YFL042C","LAM5"
"P43561",2.82701503352774e-05,2.6297161063465e-05,3.01961631397558e-05,"YFL041W","FET5"
"P43564",9.00695551787823e-06,8.86640588058234e-06,1.0771916497894e-05,"YFL034W","YFL034W"
"P43565",3.92871522388014e-06,4.00787032565589e-06,4.24059440887888e-06,"YFL033C","RIM15"
"P43567",2.98681935449649e-05,3.83368220551641e-05,4.02044675044576e-05,"YFL030W","AGX1"
"P43568",4.07544625607239e-06,4.14301877320128e-06,4.79187589736984e-06,"YFL029C","CAK1"
"P43569",2.10552306054683e-05,2.11096311127486e-05,2.21756796724766e-05,"YFL028C","CAF16"
"P43570",4.01105145756873e-06,4.08587865666358e-06,4.47877742123337e-06,"YFL027C","GYP8"
"P43571",6.74774377299807e-07,6.36246249552976e-07,6.57302287206284e-07,"YFL025C","BST1"
"P43573",4.31830799836681e-06,4.56698719823562e-06,4.73919855355873e-06,"YFL023W","BUD27"
"P43574",3.38660505268137e-06,3.33634612438003e-06,3.34073966515092e-06,"YFL021W","GAT1"
"P43577",1.55311136079307e-05,1.48916677468785e-05,1.53978244140911e-05,"YFL017C","GNA1"
"P43579",1.21472973625897e-05,1.28789080755652e-05,1.27570118552873e-05,"YFL013C","IES1"
"P43583",2.25161784184951e-05,2.24979364648571e-05,2.30988282809509e-05,"YFL007W","BLM10"
"P43585",0.00010849353081585,0.000109835801722283,0.000111966512895013,"YFL004W","VTC2"
"P43586",3.59820456751917e-05,3.38956160086553e-05,3.66095582133165e-05,"YFR001W","LOC1"
"P43587",3.27836815882485e-05,3.18912482756024e-05,3.21440251216177e-05,"YFR003C","YPI1"
"P43588",8.08023149696382e-05,8.44034849114637e-05,8.22513511225922e-05,"YFR004W","RPN11"
"P43589",9.49344156036352e-07,8.9710876039043e-07,9.11570591453219e-07,"YFR005C","SAD1"
"P43590",3.57926792808408e-05,3.57408426718782e-05,3.57751240766027e-05,"YFR006W","YFR006W"
"P43591",7.5233496444294e-06,7.28403591546031e-06,7.6442984750282e-06,"YFR007W","YFH7"
"P43593",0.000136807978236851,0.000138926729186177,0.000139740089085632,"YFR010W","UBP6"
"P43594",9.30112769356822e-07,9.98970737423382e-07,9.54929366025192e-07,"YFR011C","MIC19"
"P43596",9.27480786944423e-06,9.56444827627198e-06,9.53034678599896e-06,"YFR013W","IOC3"
"P43597",2.86559138909864e-06,2.85410163059151e-06,3.03058345963104e-06,"YFR016C","YFR016C"
"P43599",1.94902153105382e-06,1.81437938360238e-06,2.01171787995274e-06,"YFR018C","YFR018C"
"P43601",2.16198483741522e-06,2.22422771558067e-06,2.25622916706205e-06,"YFR021W","ATG18"
"P43603",5.01333886589633e-05,5.24972637213244e-05,5.13988525248344e-05,"YFR024C-A","LSB3"
"P43606",8.35216752290126e-06,7.85520161067254e-06,8.47146151791146e-06,"YFR029W","PTR3"
"P43609",9.41821536849767e-05,9.51951204440596e-05,9.53443023931048e-05,"YFR037C","RSC8"
"P43610",4.95021381855749e-06,4.63568645607927e-06,4.89299816451492e-06,"YFR038W","IRC5"
"P43611",1.16630755492734e-05,1.22993719051586e-05,1.25451734282651e-05,"YFR039C","OSW7"
"P43612",7.72974450291162e-05,7.10179614302225e-05,8.38466968237411e-05,"YFR040W","SAP155"
"P43613",4.67438331392401e-06,4.91665801940477e-06,4.72792919348022e-06,"YFR041C","ERJ5"
"P43615",6.30402375798819e-07,2.49112004138444e-07,2.98453842151266e-07,"YFR043C","IRC6"
"P43616",0.000405253640436671,0.000403524205842258,0.000417541330628305,"YFR044C","DUG1"
"P43617",4.60097841811288e-06,4.41503168161352e-06,4.53054114855486e-06,"YFR045W","YFR045W"
"P43619",0.000157145147216088,0.000151175159854008,0.000150805773501779,"YFR047C","BNA6"
"P43620",2.49600599473752e-06,2.27218638510365e-06,2.62252650731403e-06,"YFR048W","RMD8"
"P43621",0.000230326240232091,0.000231698848233558,0.000235536864405228,"YFR051C","RET2"
"P43633",1.53519928137943e-06,1.3736294008258e-06,1.56572823867447e-06,"YGL021W","ALK1"
"P43635",2.46673878610201e-06,2.87009822291233e-06,2.9679298428361e-06,"YPR001W","CIT3"
"P43636",2.34644623703459e-05,2.37936657338118e-05,2.2985458170827e-05,"YGL065C","ALG2"
"P43638",2.61744688862184e-05,2.5335143992974e-05,2.72527902395983e-05,"YJL042W","MHP1"
"P43639",4.90796325941629e-05,5.16524259071597e-05,4.85081586482647e-05,"YGL019W","CKB1"
"P43682",1.39150269863476e-05,1.29893662239709e-05,1.5516123848979e-05,"YKL006C-A","SFT1"
"P45818",2.98764298838068e-05,3.08425549344038e-05,3.09526797914411e-05,"YGL171W","ROK1"
"P46151",5.60253867487262e-05,5.62536242687201e-05,5.75190087218423e-05,"YPL023C","MET12"
"P46367",0.00115372610124547,0.00116560421883066,0.00124661493321497,"YOR374W","ALD4"
"P46654",0.0113332398199173,0.011397373967474,0.0111245085291404,"YLR048W","RPS0B"
"P46655",0.0017155537755853,0.00170968629507291,0.00171558256680647,"YGL245W","GUS1"
"P46669",6.39283764825195e-06,6.81302912968518e-06,6.83002441292238e-06,"YOR340C","RPA43"
"P46671",6.1666556321654e-06,6.16776812313983e-06,6.77902504344583e-06,"YMR052W","FAR3"
"P46672",0.000264800126625306,0.000275639113987491,0.000271798003266014,"YGL105W","ARC1"
"P46673",1.88379212360717e-05,1.95591418052783e-05,1.93137064735657e-05,"YJR042W","NUP85"
"P46674",1.60996937995694e-06,1.45475069849933e-06,1.83648151680915e-06,"YDR159W","SAC3"
"P46675",1.3645860450128e-05,1.32481122694769e-05,1.34574384580855e-05,"YLR045C","STU2"
"P46676",2.83795632932696e-06,2.73251734558484e-06,2.75869729931053e-06,"YDR310C","SUM1"
"P46677",3.99795209743926e-06,3.60361105406893e-06,4.53911541499284e-06,"YGR274C","TAF1"
"P46678",3.88459405201099e-06,4.06896715932167e-06,4.12697798345558e-06,"YNL039W","BDP1"
"P46680",1.79899133611424e-05,1.87286470443381e-05,1.85319856438255e-05,"YMR092C","AIP1"
"P46681",2.43910462459464e-05,2.49419628090137e-05,2.60287387219565e-05,"YDL178W","DLD2"
"P46682",5.33174304271703e-05,5.26965552520405e-05,5.69801606787056e-05,"YGR261C","APL6"
"P46683",9.22576977568256e-05,9.63225371234342e-05,0.000100655437162022,"YPL239W","YAR1"
"P46784",0.00164236693300364,0.00184263815891098,0.00186459163089543,"YMR230W","RPS10B"
"P46944",7.7253526631641e-06,9.31790450803346e-06,7.90505870311804e-06,"YDR108W","TRS85"
"P46948",1.25510766483817e-05,1.27119469086678e-05,1.25227699190308e-05,"YGR195W","SKI6"
"P46951",2.93951034251434e-05,3.06521203776514e-05,3.12588076000633e-05,"YGR198W","YPP1"
"P46956",2.69523900248196e-05,2.74835753703753e-05,2.95295783563646e-05,"YJL117W","PHO86"
"P46957",1.68632648638473e-05,1.68314889040162e-05,1.75189660058086e-05,"YJR006W","POL31"
"P46958",5.87586005932517e-06,6.00455145551711e-06,6.31973399555077e-06,"YJL146W","IDS2"
"P46959",1.83524529386477e-05,1.82352045724145e-05,1.89616752532953e-05,"YJL125C","GCD14"
"P46962",1.33405746030897e-05,1.24055863751142e-05,1.35245259016628e-05,"YJL006C","CTK2"
"P46963",1.02568336908328e-05,1.05227116049337e-05,1.05698531776125e-05,"YML112W","CTK3"
"P46965",1.28795144477548e-05,1.37961142600418e-05,1.47256047992521e-05,"YJR010C-A","SPC1"
"P46969",7.23298964729968e-05,7.34510257984449e-05,7.09530829640098e-05,"YJL121C","RPE1"
"P46970",8.4671716789529e-05,8.65247477089019e-05,8.96969884997623e-05,"YJR132W","NMD5"
"P46971",2.88647138970482e-05,3.0182030774219e-05,2.91862214604671e-05,"YJR143C","PMT4"
"P46982",2.7908789051712e-05,2.93512502219496e-05,2.96431563374033e-05,"YJL186W","MNN5"
"P46984",2.16219909487652e-05,2.62499039675756e-05,2.28747768765347e-05,"YJL184W","GON7"
"P46985",3.92929654013147e-05,4.09780683973633e-05,4.02629905719292e-05,"YJL183W","MNN11"
"P46988",7.45641624981666e-07,8.29870863145187e-07,7.94280148751922e-07,"YJL179W","PFD1"
"P46989",4.59615977467919e-05,4.55116581825767e-05,4.69274183968447e-05,"YJL178C","ATG27"
"P46990",6.51524663688484e-05,5.93557659210644e-05,7.24547949392769e-05,"YJL177W","RPL17B"
"P46992",6.02076626416943e-05,6.08845658383117e-05,5.68415469885948e-05,"YJL171C","YJL171C"
"P46995",5.74860682800165e-06,5.9458835735477e-06,6.17082944840513e-06,"YJL168C","SET2"
"P47001",9.67482518863218e-05,9.08634157253972e-05,9.44975499765146e-05,"YJL158C","CIS3"
"P47006",1.14801968179221e-05,1.24730217464808e-05,1.24766885785401e-05,"YJL148W","RPA34"
"P47007",2.13367481279901e-06,2.24168453296927e-06,2.32594848352309e-06,"YJL147C","MRX5"
"P47008",7.91498868545992e-05,8.18515020525589e-05,8.29141555178157e-05,"YJL145W","SFH5"
"P47013",1.56496720491276e-06,1.54342498307924e-06,1.49386349402255e-06,"YJL134W","LCB3"
"P47015",2.46329248955852e-06,2.25245202678363e-06,2.55471826041454e-06,"YJL131C","AIM23"
"P47016",2.70738111282736e-06,2.77174442138429e-06,2.78473852928017e-06,"YJL126W","NIT2"
"P47017",1.66278787329715e-06,1.51765209649024e-06,1.86657286129614e-06,"YJL124C","LSM1"
"P47018",0.000224377120351984,0.000204448632672313,0.000239415519706392,"YJL123C","MTC1"
"P47019",6.548596122252e-06,7.02679666913555e-06,6.72548540120267e-06,"YJL122W","ALB1"
"P47025",1.01006906222903e-06,9.95766706201658e-07,1.06530484884348e-06,"YJL112W","MDV1"
"P47031",4.14059916713341e-05,3.79026603284049e-05,4.00227846602597e-05,"YJL082W","IML2"
"P47035",1.12461843034664e-05,1.12489709497546e-05,1.17772867716797e-05,"YJL076W","NET1"
"P47037",8.01732507327076e-05,7.9599065798982e-05,8.38293588915366e-05,"YJL074C","SMC3"
"P47039",0.000167561630293012,0.000170231657256365,0.000170618321817167,"YJL060W","BNA3"
"P47042",2.32042418900577e-06,3.30832033365099e-06,2.14232460036798e-06,"YJL057C","IKS1"
"P47044",0.000100874921599769,0.000104616634825609,0.000106965747658986,"YJL055W","YJL055W"
"P47045",2.28862970874335e-05,2.39390116712919e-05,2.37856935750661e-05,"YJL054W","TIM54"
"P47046",8.04994311106641e-07,5.32407761233625e-07,5.79110759714425e-07,"YJL051W","IRC8"
"P47047",0.000127093455212455,0.000128830556998902,0.000129510706218599,"YJL050W","MTR4"
"P47048",9.59583428538365e-06,8.70207173064901e-06,1.01509368488829e-05,"YJL049W","YJL049W"
"P47050",3.94744271256317e-06,3.9989855033756e-06,5.9396044633904e-06,"YJL047C","RTT101"
"P47052",4.38882965728334e-07,8.89168380315138e-07,9.12974952333213e-07,"YJL045W","YJL045W"
"P47054",4.29825495978596e-05,4.41271665821053e-05,4.42000557011758e-05,"YJL039C","NUP192"
"P47057",8.29387121688091e-06,7.85553575407693e-06,8.51229457790463e-06,"YJL036W","SNX4"
"P47061",2.18793070857521e-05,2.12021448468115e-05,2.16057250042903e-05,"YJL029C","VPS53"
"P47064",1.49239387138792e-05,1.51151905668026e-05,1.52906980802125e-05,"YJL024C","APS3"
"P47068",6.09239149604002e-05,5.9580619233474e-05,6.27308507231405e-05,"YJL020C","BBC1"
"P47069",4.06070284618237e-05,4.24479745589502e-05,4.71932627959227e-05,"YJL019W","MPS3"
"P47074",2.64267924746653e-06,2.13730269030862e-06,2.36039356486411e-06,"YJL013C","MAD3"
"P47075",0.000113819671504985,0.00011282890273897,0.000118858712609906,"YJL012C","VTC4"
"P47076",2.71409244481331e-05,2.68909409603269e-05,2.69011864349825e-05,"YJL011C","RPC17"
"P47077",4.22266684536899e-05,4.36186718260298e-05,4.43293552344469e-05,"YJL010C","NOP9"
"P47079",0.00059302927238581,0.000618580653165727,0.000601122218626347,"YJL008C","CCT8"
"P47082",2.00052226924982e-05,1.97081562352033e-05,2.19037964620592e-05,"YJR001W","AVT1"
"P47083",3.38701054200182e-05,3.36740833965187e-05,3.40379851440871e-05,"YJR002W","MPP10"
"P47084",3.49043359912358e-05,3.67043406633953e-05,3.48962549044115e-05,"YJR003C","MRX12"
"P47085",7.58311589803772e-07,8.06283058219197e-07,8.95002361576095e-07,"YJR008W","YJR008W"
"P47088",1.98264320889355e-06,1.99136160298804e-06,2.09878186056445e-06,"YJR013W","GPI14"
"P47089",1.88344996059907e-05,1.93964032862516e-05,1.98798306413574e-05,"YJR014W","TMA22"
"P47095",5.22982350270475e-06,5.66937751742439e-06,5.82206900960857e-06,"YJR024C","MDE1"
"P47096",2.50336296139365e-05,2.22571112936131e-05,2.37339929982827e-05,"YJR025C","BNA1"
"P47102",1.36371546939267e-05,1.32212159396964e-05,1.40567827199748e-05,"YJR031C","GEA1"
"P47103",2.04910904331738e-05,2.13634258379151e-05,2.11341404259197e-05,"YJR032W","CPR7"
"P47104",1.19812156139736e-05,1.09274353710919e-05,1.33694178876166e-05,"YJR033C","RAV1"
"P47108",4.54766116378593e-05,4.72524814095718e-05,4.96189983514948e-05,"YJR041C","URB2"
"P47112",2.27821259673473e-05,2.12298904272101e-05,2.57145415340846e-05,"YJR046W","TAH11"
"P47116",7.68416826404526e-06,7.19066172709851e-06,8.23847318801587e-06,"YJR059W","PTK2"
"P47117",0.000278763267359147,0.000249266250097558,0.000276108190448472,"YJR065C","ARP3"
"P47119",4.62016762017592e-05,4.73354252811752e-05,4.63350716314367e-05,"YJR069C","HAM1"
"P47120",0.000929841649572419,0.000926412565809066,0.000872337527931933,"YJR070C","LIA1"
"P47122",5.44239332167219e-05,5.48726955119189e-05,5.24760233962071e-05,"YJR072C","NPA3"
"P47123",1.19029067068471e-05,1.1609856298427e-05,1.08197368894368e-05,"YJR074W","MOG1"
"P47124",8.56673014566184e-05,8.60081864510335e-05,9.57169947337582e-05,"YJR075W","HOC1"
"P47125",7.08255074537702e-05,7.92386669348874e-05,8.33691549658721e-05,"YJR078W","BNA2"
"P47127",5.48931578256334e-06,5.74165500167124e-06,5.87976218047173e-06,"YJR080C","AIM24"
"P47129",1.04237640965469e-06,9.98082953342817e-07,1.09996362695251e-06,"YJR083C","ACF4"
"P47130",7.97373772213889e-06,7.91029047852615e-06,8.51078822445553e-06,"YJR084W","CSN12"
"P47133",5.79750393643193e-05,5.83205362683484e-05,5.88308515391391e-05,"YJR088C","EMC2"
"P47135",4.3304835283401e-06,4.5419402967359e-06,4.66213574296332e-06,"YJR091C","JSN1"
"P47136",6.34771376760285e-06,6.32168695895864e-06,7.29086040803886e-06,"YJR092W","BUD4"
"P47137",6.18248284705195e-06,6.00730427979957e-06,6.45757219619833e-06,"YJR096W","YJR096W"
"P47138",6.66867632352583e-06,6.08851815553274e-06,6.14891165200507e-06,"YJR097W","JJJ3"
"P47139",4.26070101564587e-06,2.65182687250477e-06,6.58375355278297e-06,"YJR098C","YJR098C"
"P47141",8.58141630247028e-07,8.80636632370125e-07,8.64681569246403e-07,"YJR101W","RSM26"
"P47143",7.75070302553169e-05,7.70589695028712e-05,7.66524901634384e-05,"YJR105W","ADO1"
"P47147",3.09523334561413e-06,3.42917499748372e-06,3.42291866606162e-06,"YJR110W","YMR1"
"P47148",1.75964799823179e-05,1.85334103619116e-05,1.86354703786121e-05,"YJR111C","YJR111C"
"P47150",2.33239355393573e-05,2.33147454422665e-05,2.346732297133e-05,"YJR113C","RSM7"
"P47154",0.000405243983947336,0.000390276583988693,0.000430140357125567,"YJR117W","STE24"
"P47155",2.04118767173354e-05,2.06503314230022e-05,2.13557296093917e-05,"YJR118C","ILM1"
"P47158",9.83076791001623e-07,9.28542348274104e-07,1.00942152989374e-06,"YJR122W","IBA57"
"P47159",2.67863101486372e-05,2.92705365856242e-05,2.86890138733555e-05,"YJR124C","YJR124C"
"P47160",8.98090857960788e-05,8.77766148094409e-05,8.9686863455845e-05,"YJR125C","ENT3"
"P47164",1.01813904818239e-05,1.13363558558745e-05,1.08607811463107e-05,"YJR130C","STR2"
"P47165",9.38884305009929e-06,9.14214410562567e-06,9.25026208840472e-06,"YJR133W","XPT1"
"P47166",6.12462916286202e-06,5.68391012826722e-06,6.04361272064757e-06,"YJR134C","SGM1"
"P47169",0.0026998961971813,0.00265593101059358,0.00281664405304343,"YJR137C","MET5"
"P47170",1.05786952486978e-05,7.35324337163413e-06,1.09800537255363e-05,"YJR138W","IML1"
"P47171",5.94265475665568e-06,6.02757728160927e-06,6.58226189146674e-06,"YJR140C","HIR3"
"P47173",2.98960526185359e-05,2.93771872198633e-05,2.99652392398006e-05,"YJR142W","YJR142W"
"P47176",1.13870837317798e-05,1.16358115447951e-05,1.18479476863005e-05,"YJR148W","BAT2"
"P47187",2.39337594698399e-07,2.19386421792242e-07,2.89094526182527e-07,"YJR161C","COS5"
"P47190",3.7787597719504e-06,3.8065695186759e-06,3.86402796047198e-06,"YOR321W","PMT3"
"P47771",2.26808934389925e-06,2.38808075126851e-06,2.39597221418728e-06,"YMR170C","ALD2"
"P47818",3.70501945857013e-05,3.49372648786733e-05,3.70595684257878e-05,"YLR220W","CCC1"
"P47912",0.000149854641968675,0.000150881863743039,0.000151005813534486,"YMR246W","FAA4"
"P47988",5.52145285803227e-06,5.88359062950774e-06,6.57205990452297e-06,"YOR337W","TEA1"
"P48015",0.000271952242439371,0.000287310437692606,0.000282293383868418,"YDR019C","GCV1"
"P48164",0.000317981304887224,0.000333090378079758,0.000327888068305095,"YNL096C","RPS7B"
"P48231",1.14927312613454e-05,1.16536185058121e-05,1.18517124039656e-05,"YNL087W","TCB2"
"P48234",1.706169923728e-05,1.75762415969528e-05,1.78791116683303e-05,"YGR145W","ENP2"
"P48360",2.00143001305393e-06,2.14163219582447e-06,2.02819701676532e-06,"YDR376W","ARH1"
"P48361",2.33972651548004e-06,2.17596600926025e-06,2.38422688935211e-06,"YGR097W","ASK10"
"P48362",0.000109501978555102,0.000106026974712707,0.000113283244239075,"YGR187C","HGH1"
"P48363",8.69517098634846e-05,8.66214654686051e-05,8.7468807244388e-05,"YGR078C","PAC10"
"P48365",6.98372552497892e-06,5.93285023305276e-06,7.17803442322191e-06,"YDL234C","GYP7"
"P48412",2.37501779890967e-06,2.3359605520806e-06,2.4956518700766e-06,"YGR072W","UPF3"
"P48415",4.48430532902814e-05,4.48005006376661e-05,4.76512386846648e-05,"YPL085W","SEC16"
"P48439",8.59864391966116e-05,8.67320180425063e-05,8.93931875969546e-05,"YOR085W","OST3"
"P48445",4.95520433731859e-06,5.05861882435978e-06,5.04944973060034e-06,"YDL141W","BPL1"
"P48510",0.000186000731485108,0.000179047293643055,0.000183302088027823,"YMR276W","DSK2"
"P48524",3.53559348309209e-06,3.43136101754169e-06,3.77370495111066e-06,"YMR275C","BUL1"
"P48525",1.69268479628377e-06,1.687965480585e-06,1.75987631564185e-06,"YOL033W","MSE1"
"P48526",2.16708853378297e-05,2.20245421144458e-05,2.45847390618004e-05,"YPL040C","ISM1"
"P48527",8.26404647843674e-06,8.15742101488991e-06,8.31595901365127e-06,"YPL097W","MSY1"
"P48559",8.27751176986727e-07,8.77313132056301e-07,8.39925482731295e-07,"YNL304W","YPT11"
"P48561",9.91876036699266e-07,7.54118324859121e-07,1.39470217383255e-06,"YNL299W","TRF5"
"P48562",1.3200545384056e-06,1.41905313443955e-06,1.51000948157901e-06,"YNL298W","CLA4"
"P48563",3.81070828283378e-05,3.89450817191027e-05,4.18744621462057e-05,"YNL297C","MON2"
"P48566",5.23700556670653e-06,5.31632657141387e-06,5.64730375895823e-06,"YNL293W","MSB3"
"P48567",1.51407954140298e-05,1.49285225980602e-05,1.59037323784296e-05,"YNL292W","PUS4"
"P48570",0.000601286882051336,0.000567870157236011,0.000625759704383635,"YDL182W","LYS20"
"P48582",5.69457519245964e-05,5.8342686236712e-05,5.81478638228038e-05,"YPL084W","BRO1"
"P48589",0.00584607216393188,0.00580855108615418,0.00591727977694222,"YOR369C","RPS12"
"P48606",6.54762084027207e-05,6.65043391430403e-05,6.42982314408526e-05,"YOR265W","RBL2"
"P48743",5.11319211942526e-06,4.73293476617668e-06,4.65408128881363e-06,"YLR176C","RFX1"
"P48813",1.00179987299919e-05,1.08248112779867e-05,1.13689789397325e-05,"YDR508C","GNP1"
"P48836",2.33916454870521e-06,2.39117693843057e-06,2.41553073962493e-06,"YHR039C-A","VMA10"
"P48837",0.000144824085999896,0.000154497605897343,0.000148534796922837,"YGR119C","NUP57"
"P49017",4.82225578510989e-05,4.50051665815291e-05,4.80613724684819e-05,"YML110C","COQ5"
"P49018",2.36944952144694e-06,2.29723756736396e-06,2.50397893065851e-06,"YDR331W","GPI8"
"P49089",0.000961531173560452,0.000936112236296095,0.000951586920594321,"YPR145W","ASN1"
"P49090",0.00039092455210732,0.000383120263650295,0.000384672354437836,"YGR124W","ASN2"
"P49095",0.000371148584610132,0.000378789588621745,0.000377361534360727,"YMR189W","GCV2"
"P49166",0.000186572859290163,0.000195667164590801,0.000188938049359107,"YLR185W","RPL37A"
"P49167",0.00105401878179655,0.0010630879275787,0.00101570276525134,"YLR325C","RPL38"
"P49334",5.10925976684466e-06,4.59945453922663e-06,4.95498805856328e-06,"YNL131W","TOM22"
"P49367",0.000278019967116988,0.000294149200246928,0.000281253453303118,"YDR234W","LYS4"
"P49435",0.0001180895876592,0.000120468443283518,0.000117224681501608,"YML022W","APT1"
"P49573",3.24354537784066e-06,2.99010397545174e-06,3.34277834775197e-06,"YPR124W","CTR1"
"P49687",5.06274278301992e-05,5.22745846156363e-05,5.2993335576275e-05,"YGL092W","NUP145"
"P49704",1.31411521801506e-06,1.29468993630802e-06,1.30459588314229e-06,"YGR091W","PRP31"
"P49723",0.00289439160942965,0.00271523168492646,0.00264372439505271,"YGR180C","RNR4"
"P49775",9.94270310462731e-07,9.66930894733326e-07,1.00004487081309e-06,"YDR305C","HNT2"
"P49954",0.000147032945474726,0.000149164576708803,0.000143239714623236,"YLR351C","NIT3"
"P49955",9.5219484047058e-06,9.45945672914029e-06,1.01660595321898e-05,"YMR288W","HSH155"
"P49956",1.50862079521593e-05,1.47618003346779e-05,1.58705517357954e-05,"YMR078C","CTF18"
"P49957",8.91424847292927e-06,8.835869310345e-06,9.59962753830476e-06,"YML014W","TRM9"
"P50076",5.79070847979077e-06,6.17891738332276e-06,6.27741659985564e-06,"YGR227W","DIE2"
"P50077",6.39277352881459e-06,6.37003811306748e-06,6.71683411001409e-06,"YGR217W","CCH1"
"P50079",2.96531241919463e-07,3.02329451885411e-07,2.92370966817525e-07,"YGR223C","HSV2"
"P50085",0.000124628361029581,0.000126393119045947,0.000132520411027229,"YGR231C","PHB2"
"P50086",2.57155989630601e-05,2.48536467937023e-05,2.63570490824264e-05,"YGR232W","NAS6"
"P50087",3.51166859099149e-06,3.50965712088847e-06,3.64816892404308e-06,"YGR235C","MIC26"
"P50094",4.31181344328635e-05,4.37201956603016e-05,4.24961887301077e-05,"YML056C","IMD4"
"P50095",0.000188348743450674,0.000197448924762622,0.00020015665389582,"YLR432W","IMD3"
"P50101",2.80865594395281e-05,2.86543882269209e-05,2.97475523259574e-05,"YMR304W","UBP15"
"P50105",3.14513155364178e-06,2.50413216307985e-06,2.73176890945772e-06,"YMR005W","TAF4"
