"Accession","Rich_1","Rich_2","Gene","Protein"
"P40317",2.19702301472818e-06,2.07123781183144e-06,"YDR006C","SOK1"
"P40318",5.68757097588843e-05,5.67174615640067e-05,"YIL030C","SSM4"
"P40319",0.000248822528889562,0.000230920209810999,"YLR372W","ELO3"
"P40327",0.000497605251924074,0.000482751701193458,"YDL007W","RPT2"
"P40328",4.19744932131263e-06,4.25985464558902e-06,"YPL074W","YTA6"
"P40335",6.29125412532829e-06,6.07733416466658e-06,"YJL053W","PEP8"
"P40339",1.87816880358373e-05,1.84282791468956e-05,"YOL094C","RFC4"
"P40340",2.23917480531469e-05,2.13800545031031e-05,"YGR270W","YTA7"
"P40341",5.39872950861935e-05,5.72659345444272e-05,"YMR089C","YTA12"
"P40343",2.32704629324756e-05,2.30806871578569e-05,"YNR006W","VPS27"
"P40344",1.49553226557151e-06,1.44347017935836e-06,"YNR007C","ATG3"
"P40345",3.37070776718809e-05,3.22362391321228e-05,"YNR008W","LRO1"
"P40348",8.59084240802329e-05,0.00011801205397736,"YJR068W","RFC2"
"P40350",3.20122175157776e-05,3.3738055299614e-05,"YPL227C","ALG5"
"P40352",6.13821794247287e-06,6.60375959045507e-06,"YJR035W","RAD26"
"P40354",3.40797389434146e-06,3.88107999246063e-06,"YJR062C","NTA1"
"P40356",1.2255133845554e-05,1.53564464293066e-05,"YGL025C","PGD1"
"P40358",8.29830148818724e-07,8.40630384144389e-07,"YJL073W","JEM1"
"P40359",1.1675683918045e-06,1.17606947821529e-06,"YJL072C","PSF2"
"P40361",4.95345924684475e-06,4.59253450732284e-06,"YJL070C","YJL070C"
"P40362",2.14247115650615e-05,2.11288030939637e-05,"YJL069C","UTP18"
"P40364",1.74758561396253e-05,1.80046980088271e-05,"YJL066C","MPM1"
"P40367",5.3643082987901e-06,5.4920976681035e-06,"YJL062W","LAS21"
"P40368",2.23788637817964e-05,2.18909525484527e-05,"YJL061W","NUP82"
"P40395",1.15323174325665e-05,1.14165384763629e-05,"YLR039C","RIC1"
"P40413",2.04540729047689e-05,2.02968957172059e-05,"YJR064W","CCT5"
"P40414",2.39912040868022e-05,1.73504979083434e-05,"YIL138C","TPM2"
"P40416",2.21164777948172e-05,2.18906299994878e-05,"YMR301C","ATM1"
"P40433",2.20783325860929e-06,2.12249042714668e-06,"YIL107C","PFK26"
"P40438",2.62208845576391e-07,2.67437889418295e-07,"YIL173W","VTH1"
"P40452",1.44398319707001e-05,1.43997907822975e-05,"YIL157C","COA1"
"P40454",3.36415963824721e-07,3.25174170910627e-07,"YIL153W","RRD1"
"P40457",7.57104900615852e-06,7.44405881394032e-06,"YIL149C","MLP2"
"P40459",9.46010490449092e-06,9.59109431359762e-06,"YIL145C","PAN6"
"P40460",2.42476358640516e-06,2.29822000164191e-06,"YIL144W","NDC80"
"P40462",0.000129160793839031,0.000132476109134951,"YIL137C","TMA108"
"P40466",8.07654340973964e-06,8.8717547648706e-06,"YIL131C","FKH1"
"P40467",1.17645136627783e-05,1.16517480622584e-05,"YIL130W","ASG1"
"P40468",1.59713012420774e-05,1.60870701536716e-05,"YIL129C","TAO3"
"P40469",4.04794576323366e-05,4.04910351974042e-05,"YIL128W","MET18"
"P40471",8.89939942265308e-05,8.68953391854256e-05,"YIL124W","AYR1"
"P40477",3.54423678421695e-05,3.58588371773874e-05,"YIL115C","NUP159"
"P40480",8.9383186864516e-07,8.89850132695104e-07,"YIL112W","HOS4"
"P40481",8.1910082965599e-06,8.2389540808723e-06,"YIL110W","HPM1"
"P40482",0.000566586105931494,0.000601573589530021,"YIL109C","SEC24"
"P40483",3.87782469620862e-05,4.09185856309833e-05,"YIL108W","YIL108W"
"P40485",3.15864028760623e-05,3.21401858433635e-05,"YIL105C","SLM1"
"P40486",1.9361587414258e-05,1.99003875555147e-05,"YIL104C","SHQ1"
"P40487",1.36069944642708e-05,1.33163222573053e-05,"YIL103W","DPH1"
"P40491",9.58909733620111e-06,9.2121285312411e-06,"YIL098C","FMC1"
"P40492",3.31230436053916e-06,3.56947651494532e-06,"YIL097W","FYV10"
"P40493",7.61077947810771e-06,8.40093133993922e-06,"YIL096C","BMT5"
"P40494",2.5696356308021e-07,2.58866502702324e-07,"YIL095W","PRK1"
"P40495",0.000193237147098253,0.000205101276391641,"YIL094C","LYS12"
"P40496",3.27258160652651e-06,3.31029869708724e-06,"YIL093C","RSM25"
"P40498",5.21490638581992e-05,5.38841432474073e-05,"YIL091C","UTP25"
"P40501",1.32018055557058e-05,1.39558985415442e-05,"YIL088C","AVT7"
"P40504",3.4764061814528e-06,3.56167420733871e-06,"YIL085C","KTR7"
"P40505",7.90125167445118e-06,6.83081981419534e-06,"YIL084C","SDS3"
"P40506",4.84632604745762e-05,4.98942954087201e-05,"YIL083C","CAB2"
"P40509",0.000107979443951545,0.000100121126717405,"YIL076W","SEC28"
"P40510",3.52888243827858e-05,3.8465923040906e-05,"YIL074C","SER33"
"P40513",1.0622720870096e-05,1.07320726291146e-05,"YIL070C","MAM33"
"P40515",3.92987821937067e-05,3.86958029778731e-05,"YIL065C","FIS1"
"P40517",1.19322262151105e-05,1.19013082646451e-05,"YIL063C","YRB2"
"P40518",8.54653772514559e-05,8.13263559567081e-05,"YIL062C","ARC15"
"P40522",6.04223885268937e-07,6.44122304556953e-07,"YIL056W","VHR1"
"P40523",2.91744270238194e-06,2.68947135106236e-06,"YIL055C","YIL055C"
"P40525",0.00209239922576325,0.0020381367069608,"YIL052C","RPL34B"
"P40527",3.05520574645873e-05,2.99586125190418e-05,"YIL048W","NEO1"
"P40529",4.91046945613361e-06,5.11957600029923e-06,"YIL044C","AGE2"
"P40531",0.000552228823015493,0.00050151496156549,"YIL041W","GVP36"
"P40533",0.000145887749307467,0.000137046811107311,"YIL039W","TED1"
"P40540",0.000126849825189701,0.000125083746164288,"YIL027C","EMC5"
"P40541",4.04930167320317e-05,3.99291230098193e-05,"YIL026C","IRR1"
"P40545",1.1478420054769e-05,1.17601465899372e-05,"YIL020C","HIS6"
"P40547",2.11769045888907e-05,2.25496040857503e-05,"YIL017C","VID28"
"P40548",3.75489592310144e-05,3.6957136631378e-05,"YIL016W","SNL1"
"P40549",5.36050577876172e-06,5.62633660425469e-06,"YIL014W","MNT3"
"P40553",8.83922758297029e-06,8.87661150250844e-06,"YIL010W","DOT5"
"P40557",2.39842142980283e-05,2.58092952069217e-05,"YIL005W","EPS1"
"P40559",3.45733307006046e-06,3.50001983293154e-06,"YIL002C","INP51"
"P40560",4.56180363929091e-06,4.62523843324433e-06,"YIL001W","YIL001W"
"P40562",4.91134906675959e-06,4.77153996637221e-06,"YIR002C","MPH1"
"P40563",8.99603050529139e-06,8.701308752143e-06,"YIR003W","AIM21"
"P40564",7.76606605817805e-05,7.80055426654501e-05,"YIR004W","DJP1"
"P40566",3.2882647174272e-06,3.25433729728017e-06,"YIR007W","YIR007W"
"P40570",1.12103968640736e-06,9.80810411848973e-07,"YIR014W","YIR014W"
"P40573",1.63499177379851e-06,1.56968223874445e-06,"YIR017C","MET28"
"P40579",2.76279537806988e-07,3.24611638098039e-07,"YIR035C","YIR035C"
"P40580",6.30519983420385e-05,6.69941366792321e-05,"YIR036C","IRC24"
"P40581",0.000122898080374392,0.000121957570001792,"YIR037W","HYR1"
"P40582",4.28636173276194e-05,4.2302286463359e-05,"YIR038C","GTT1"
"P40693",0.000977938013429539,0.000990637649040131,"YNL002C","RLP7"
"P40825",0.00162619678370721,0.00159837212160722,"YOR335C","ALA1"
"P40850",0.000243571029362773,0.000217980088152931,"YNL085W","MKT1"
"P40851",9.88794572990351e-06,9.91693985813378e-06,"YPR122W","AXL1"
"P40856",3.28809579807013e-05,3.31271965841737e-05,"YJL098W","SAP185"
"P40857",6.934706246674e-05,6.7507410910709e-05,"YJL097W","PHS1"
"P40893",2.37107592730108e-06,2.69659828658616e-06,"YJL217W","REE1"
"P40896",1.64263220479137e-05,1.69766997907758e-05,"YJL213W","YJL213W"
"P40956",5.48948051946851e-06,5.66312035805674e-06,"YGL181W","GTS1"
"P40957",9.55951464446755e-06,9.26466841370798e-06,"YGL086W","MAD1"
"P40959",3.57315414096149e-05,3.68157322034782e-05,"YMR004W","MVP1"
"P40961",0.000397101592841346,0.000395274377490913,"YGR132C","PHB1"
"P40962",1.52960482790646e-07,1.27712548133754e-07,"YOR077W","RTS2"
"P40963",5.69044496235959e-07,5.50031827635917e-07,"YMR127C","SAS2"
"P40969",3.85217645399089e-06,3.69847768188728e-06,"YMR168C","CEP3"
"P40970",7.8486225009967e-05,7.84268077799802e-05,"YDR062W","LCB2"
"P40986",3.97803176088722e-05,3.94116926659249e-05,"YDR182W","CDC1"
"P40987",3.68497361370127e-06,4.06300764720389e-06,"YOR349W","CIN1"
"P40989",2.1410054601998e-05,1.99518240516e-05,"YGR032W","GSC2"
"P40990",7.4958556000839e-06,7.79459757763841e-06,"YDL107W","MSS2"
"P40991",0.000267833697670796,0.000264246201972273,"YNL061W","NOP2"
"P40994",1.6440882803987e-06,1.67160716718841e-06,"YOR094W","ARF3"
"P41056",7.90899286354803e-06,9.12242424174299e-06,"YOR234C","RPL33B"
"P41057",0.000901568489340078,0.00092700660769963,"YLR388W","RPS29A"
"P41058",0.000393064939677222,0.000415814844918088,"YDL061C","RPS29B"
"P41277",0.000669790571299728,0.000704408098381967,"YIL053W","GPP1"
"P41338",0.000593714861544313,0.00059833030646928,"YPL028W","ERG10"
"P41543",9.07210895745745e-05,9.31867931917364e-05,"YJL002C","OST1"
"P41697",1.58390147225516e-05,1.63888483366765e-05,"YLR319C","BUD6"
"P41733",2.68466357719913e-05,2.50911521582099e-05,"YLR459W","GAB1"
"P41734",1.49367615540455e-05,1.49855009922713e-05,"YOR126C","IAH1"
"P41800",1.9484500643045e-05,1.99801842374174e-05,"YLL006W","MMM1"
"P41805",0.00503796460663728,0.00520158418985729,"YLR075W","RPL10"
"P41807",0.000220379205850616,0.000215619176180135,"YPR036W","VMA13"
"P41810",0.000267607402707504,0.000240886419460075,"YDR238C","SEC26"
"P41811",0.000364272531395378,0.000322494336001643,"YGL137W","SEC27"
"P41812",6.25694718659644e-06,6.61886246673875e-06,"YNL221C","POP1"
"P41814",1.78684002916075e-05,1.7573535841151e-05,"YNL062C","GCD10"
"P41815",1.62011575264209e-06,1.71546080506077e-06,"YDR046C","BAP3"
"P41816",5.56323055958817e-06,3.90230235676394e-06,"YPL171C","OYE3"
"P41818",2.46875548849944e-06,1.69733882143085e-06,"YMR311C","GLC8"
"P41819",7.28445276309898e-05,7.67201746551579e-05,"YPL266W","DIM1"
"P41832",9.43998323177281e-06,9.35148956570915e-06,"YNL271C","BNI1"
"P41834",2.11475159811873e-05,2.06834851918169e-05,"YOR075W","UFE1"
"P41895",2.13467247225918e-05,2.12394923785128e-05,"YGR186W","TFG1"
"P41896",1.33970705329515e-05,1.36600357095522e-05,"YGR005C","TFG2"
"P41910",1.94100768276334e-05,1.90284220578711e-05,"YDR005C","MAF1"
"P41911",0.000124419972682665,0.000128830948863964,"YOL059W","GPD2"
"P41920",1.32316580547179e-05,1.37871173807709e-05,"YDR002W","YRB1"
"P41921",5.80807874644072e-05,5.59169296732232e-05,"YPL091W","GLR1"
"P41939",0.000140992082617649,0.000140449629341479,"YLR174W","IDP2"
"P41940",0.00045701237452708,0.000430064923204481,"YDL055C","PSA1"
"P42073",5.15314463637806e-06,5.27800031738192e-06,"YDR195W","REF2"
"P42826",2.24901897650851e-05,2.38151055565333e-05,"YGR194C","XKS1"
"P42837",1.35284434364712e-05,1.33753253318816e-05,"YNL325C","FIG4"
"P42838",8.79215498451723e-05,8.5281644959526e-05,"YNL323W","LEM3"
"P42839",1.68938318836756e-06,1.67030424850096e-06,"YNL321W","VNX1"
"P42840",1.65189614103937e-05,1.69427650060719e-05,"YNL320W","YNL320W"
"P42842",8.77917021619587e-05,8.89845882926962e-05,"YNL313C","EMW1"
"P42843",3.17767399735046e-06,3.07277703762554e-06,"YNL311C","SKP2"
"P42846",0.000189393129884296,0.000189984585101528,"YNL308C","KRI1"
"P42847",2.6553619271947e-05,2.88132344083709e-05,"YNL306W","MRPS18"
"P42934",2.04733390114614e-06,4.76433076656169e-06,"YGR199W","PMT6"
"P42935",8.90050697166195e-05,8.79168711862521e-05,"YGR200C","ELP2"
"P42937",1.63678869403006e-05,1.66393311581329e-05,"YGR203W","YCH1"
"P42938",1.44549232546263e-05,1.38898032867985e-05,"YGR205W","TDA10"
"P42940",0.000183713216065635,0.000173593248523894,"YGR207C","CIR1"
"P42941",8.26797396115713e-05,8.33715471336382e-05,"YGR208W","SER2"
"P42942",1.41301765590638e-05,1.39798393491752e-05,"YGR210C","YGR210C"
"P42943",0.000486496999237582,0.00042748965497365,"YJL111W","CCT7"
"P42945",0.000312334753383756,0.000307133244815664,"YJL109C","UTP10"
"P42949",9.10189624354685e-05,9.12926240275888e-05,"YJL104W","PAM16"
"P42951",1.98772464252016e-06,1.91288882221676e-06,"YJL100W","LSB6"
"P43123",6.63232096923238e-05,6.01584870810654e-05,"YDL103C","QRI1"
"P43124",1.51743266725931e-06,1.32672790371384e-06,"YDL105W","NSE4"
"P43535",4.79037228761884e-05,4.72785248770246e-05,"YFR009W","GCN20"
"P43545",2.66628416382704e-05,3.08350988614715e-05,"YFL059W","SNZ3"
"P43554",1.36201325554014e-05,1.40242639034137e-05,"YFL049W","SWP82"
"P43555",2.18059057874765e-05,2.20814282237003e-05,"YFL048C","EMP47"
"P43556",2.42185770524171e-05,2.38321262294282e-05,"YFL047W","RGD2"
"P43557",1.10247178519626e-05,1.06480846660123e-05,"YFL046W","FMP32"
"P43560",8.47957814755601e-06,8.1195246213755e-06,"YFL042C","LAM5"
"P43561",5.55282114977169e-05,5.71463266268622e-05,"YFL041W","FET5"
"P43564",6.30745854873104e-06,6.57568054683782e-06,"YFL034W","YFL034W"
"P43565",6.91776630378353e-06,7.79209843119331e-06,"YFL033C","RIM15"
"P43567",2.58751615380587e-05,2.53693101756622e-05,"YFL030W","AGX1"
"P43569",1.7942752784521e-05,1.77706215490856e-05,"YFL028C","CAF16"
"P43571",5.47841096781177e-07,6.01885615918547e-07,"YFL025C","BST1"
"P43573",5.89129361774943e-06,5.56020853549657e-06,"YFL023W","BUD27"
"P43579",2.80116179860339e-06,2.83203769795383e-06,"YFL013C","IES1"
"P43583",4.22221392925357e-05,4.21201714978645e-05,"YFL007W","BLM10"
"P43585",0.000104184668114837,0.000103563803423541,"YFL004W","VTC2"
"P43586",7.52763780759293e-05,7.94966760393025e-05,"YFR001W","LOC1"
"P43587",1.99858931423271e-05,1.87509219445582e-05,"YFR003C","YPI1"
"P43588",0.000148756246994155,0.00016295466934699,"YFR004W","RPN11"
"P43589",7.24601208152559e-07,7.74476600878062e-07,"YFR005C","SAD1"
"P43590",6.65693341283175e-05,6.40094793683762e-05,"YFR006W","YFR006W"
"P43591",7.06416015133468e-06,7.52953668142809e-06,"YFR007W","YFH7"
"P43593",0.000125797158568486,0.00012894849010059,"YFR010W","UBP6"
"P43594",1.67289552744861e-06,1.74136166585351e-06,"YFR011C","MIC19"
"P43596",1.54851036391256e-05,1.61714616530053e-05,"YFR013W","IOC3"
"P43597",2.70170504239796e-06,2.66523570521507e-06,"YFR016C","YFR016C"
"P43601",4.46879016441289e-06,4.81244012653223e-06,"YFR021W","ATG18"
"P43603",1.74791012542021e-05,1.8523207213348e-05,"YFR024C-A","LSB3"
"P43609",7.23585879414955e-05,7.0055823801626e-05,"YFR037C","RSC8"
"P43610",3.26206831279725e-06,3.33233466075942e-06,"YFR038W","IRC5"
"P43611",2.30345987287072e-05,2.28291514123936e-05,"YFR039C","OSW7"
"P43612",8.00286229742447e-05,7.9231522150713e-05,"YFR040W","SAP155"
"P43613",5.874416653797e-06,5.94449581122016e-06,"YFR041C","ERJ5"
"P43615",7.07752129224298e-07,6.49661437988112e-07,"YFR043C","IRC6"
"P43616",0.000335365345578113,0.000328883591876278,"YFR044C","DUG1"
"P43617",1.18876915472037e-05,1.212645739601e-05,"YFR045W","YFR045W"
"P43619",0.000166457477753123,0.000166026623509905,"YFR047C","BNA6"
"P43620",2.94703866907301e-06,2.98222580529593e-06,"YFR048W","RMD8"
"P43621",0.000293338290333817,0.000308542830288849,"YFR051C","RET2"
"P43633",2.61282685612291e-06,2.64960086439879e-06,"YGL021W","ALK1"
"P43634",3.38822596446635e-06,3.32103937511896e-06,"YLR098C","CHA4"
"P43635",1.49268407069831e-05,1.4539657625069e-05,"YPR001W","CIT3"
"P43636",9.38048540697717e-06,8.27885762157586e-06,"YGL065C","ALG2"
"P43638",2.74477533288802e-05,2.96370078131885e-05,"YJL042W","MHP1"
"P43639",5.78018711649194e-05,5.58365502643065e-05,"YGL019W","CKB1"
"P43682",1.321477315368e-05,1.29898800180291e-05,"YKL006C-A","SFT1"
"P45818",6.26087539097238e-05,6.20906265084821e-05,"YGL171W","ROK1"
"P46151",7.2169102688584e-05,7.02137471988727e-05,"YPL023C","MET12"
"P46367",0.000985353645473006,0.000929491674887735,"YOR374W","ALD4"
"P46654",0.0168700667102634,0.0174948550425527,"YLR048W","RPS0B"
"P46655",0.00177696699426522,0.00170557359423498,"YGL245W","GUS1"
"P46669",1.16811332472119e-05,1.46239184352555e-05,"YOR340C","RPA43"
"P46672",0.000181886549401392,0.000187817716905985,"YGL105W","ARC1"
"P46673",2.48530901379345e-05,2.4787877814833e-05,"YJR042W","NUP85"
"P46674",1.08757932444935e-06,1.09611121809852e-06,"YDR159W","SAC3"
"P46675",2.40268393760984e-05,2.45851540204349e-05,"YLR045C","STU2"
"P46676",6.95272914150409e-07,8.03543251354898e-07,"YDR310C","SUM1"
"P46677",6.11762760457016e-06,6.25740837979111e-06,"YGR274C","TAF1"
"P46680",1.54832019715017e-05,1.57501325447127e-05,"YMR092C","AIP1"
"P46681",6.01647787553547e-05,6.03987283845972e-05,"YDL178W","DLD2"
"P46682",8.44152489012794e-05,8.47738060163819e-05,"YGR261C","APL6"
"P46683",5.56576220865842e-05,4.67762416589802e-05,"YPL239W","YAR1"
"P46784",0.0031694165280735,0.00349511145916656,"YMR230W","RPS10B"
"P46944",1.23259093269201e-05,1.21680546360619e-05,"YDR108W","TRS85"
"P46948",1.68732537052939e-05,1.78239497622103e-05,"YGR195W","SKI6"
"P46951",3.83726080294446e-05,3.80945016342776e-05,"YGR198W","YPP1"
"P46956",4.17303816451506e-05,3.95858873281875e-05,"YJL117W","PHO86"
"P46957",1.03264806137476e-05,1.02778900171633e-05,"YJR006W","POL31"
"P46959",1.8457347825356e-05,1.88582545452774e-05,"YJL125C","GCD14"
"P46961",3.14937051507763e-07,3.26609006595722e-07,"YPL076W","GPI2"
"P46962",4.30154302616105e-06,4.32620039217868e-06,"YJL006C","CTK2"
"P46963",6.08102481916339e-06,6.17287908147564e-06,"YML112W","CTK3"
"P46964",4.5373003428692e-05,4.57727929357394e-05,"YOR103C","OST2"
"P46965",7.28770143019052e-06,7.19564812241706e-06,"YJR010C-A","SPC1"
"P46969",8.87170337444507e-05,8.76129589545336e-05,"YJL121C","RPE1"
"P46970",9.42300398372782e-05,9.02400921418643e-05,"YJR132W","NMD5"
"P46971",2.18645263566802e-05,2.18427762896334e-05,"YJR143C","PMT4"
"P46982",5.1182590820431e-05,5.14167246873596e-05,"YJL186W","MNN5"
"P46985",4.44525087312253e-05,4.43555673358546e-05,"YJL183W","MNN11"
"P46988",5.89610915385975e-07,6.03502607221034e-07,"YJL179W","PFD1"
"P46989",4.0719433458781e-05,4.2367092554457e-05,"YJL178C","ATG27"
"P46990",0.000161421170170383,0.000153008340684037,"YJL177W","RPL17B"
"P46992",5.36937573038532e-05,5.37091143023229e-05,"YJL171C","YJL171C"
"P46995",8.30012702274453e-06,8.19550995771581e-06,"YJL168C","SET2"
"P47005",3.06987542266191e-07,3.01789227007968e-07,"YJL149W","DAS1"
"P47006",2.39407660009749e-05,2.24214603359038e-05,"YJL148W","RPA34"
"P47008",0.000164505300424203,0.000148522400061563,"YJL145W","SFH5"
"P47013",2.01843245146772e-06,2.03887699966214e-06,"YJL134W","LCB3"
"P47018",0.000239990032534953,0.000230521457600126,"YJL123C","MTC1"
"P47019",2.36065384260767e-05,2.30495349308422e-05,"YJL122W","ALB1"
"P47025",4.31308972679845e-06,3.78216008878875e-06,"YJL112W","MDV1"
"P47031",2.63246735992587e-05,2.69445795501272e-05,"YJL082W","IML2"
"P47035",7.64729545511294e-06,7.31907307323071e-06,"YJL076W","NET1"
"P47037",8.93517074696146e-05,8.850273012323e-05,"YJL074C","SMC3"
"P47039",2.02760203595985e-05,2.08429765837794e-05,"YJL060W","BNA3"
"P47042",2.26452125065031e-06,2.28705461848204e-06,"YJL057C","IKS1"
"P47044",0.000127851617738798,0.000131162430384175,"YJL055W","YJL055W"
"P47045",4.08381269225591e-05,4.20781579129375e-05,"YJL054W","TIM54"
"P47047",0.000233884672243008,0.000251665914127074,"YJL050W","MTR4"
"P47048",9.48389261565216e-06,8.96081449854792e-06,"YJL049W","YJL049W"
"P47050",1.7686635418258e-06,1.71834945200709e-06,"YJL047C","RTT101"
"P47051",5.41376131615662e-06,5.38183020714236e-06,"YJL046W","AIM22"
"P47052",2.22522499221691e-07,2.08378516922437e-07,"YJL045W","YJL045W"
"P47054",9.26687588358299e-05,9.34338707827344e-05,"YJL039C","NUP192"
"P47057",7.11539170936598e-06,6.64791137841598e-06,"YJL036W","SNX4"
"P47061",1.69168653730326e-05,1.65662887652618e-05,"YJL029C","VPS53"
"P47064",1.46255487206314e-05,1.41789319117879e-05,"YJL024C","APS3"
"P47068",4.62670008254331e-05,4.61029147877595e-05,"YJL020C","BBC1"
"P47069",1.68697167218893e-05,1.69794828236978e-05,"YJL019W","MPS3"
"P47075",0.000165209121638131,0.000163175058718972,"YJL012C","VTC4"
"P47076",3.39402648930812e-05,3.77043641862494e-05,"YJL011C","RPC17"
"P47077",0.000105465783949261,0.000105140443850991,"YJL010C","NOP9"
"P47079",0.000718428534308539,0.000740424007001988,"YJL008C","CCT8"
"P47081",2.45527407012397e-06,2.62907226663733e-06,"YJL003W","COX16"
"P47082",2.04172515428175e-05,2.20100705814029e-05,"YJR001W","AVT1"
"P47083",8.14336121460034e-05,8.10960751241453e-05,"YJR002W","MPP10"
"P47084",5.17108913830375e-05,4.40054303259197e-05,"YJR003C","MRX12"
"P47088",2.20066462683767e-06,2.16074388746747e-06,"YJR013W","GPI14"
"P47095",4.656864683084e-06,3.74453102654613e-06,"YJR024C","MDE1"
"P47096",1.48604436402928e-05,1.59049209458954e-05,"YJR025C","BNA1"
"P47100",0.00123327416456237,0.00132629370335224,"YJR029W","TY1B-JR2"
"P47102",2.04828221642661e-05,1.95868403432296e-05,"YJR031C","GEA1"
"P47103",3.09969386744913e-05,3.12285469818262e-05,"YJR032W","CPR7"
"P47104",5.44648870061365e-06,6.04214896932931e-06,"YJR033C","RAV1"
"P47108",9.3050026126712e-05,9.07309580083838e-05,"YJR041C","URB2"
"P47112",2.65064248968301e-05,2.53198637666096e-05,"YJR046W","TAH11"
"P47116",5.5639499776448e-06,5.7897089646582e-06,"YJR059W","PTK2"
"P47117",0.000355136473930556,0.000362747674652032,"YJR065C","ARP3"
"P47118",1.26769056355435e-06,1.27853291483117e-06,"YJR067C","YAE1"
"P47119",7.49601156231538e-05,8.14041763324815e-05,"YJR069C","HAM1"
"P47120",0.000380654256729161,0.000403354488690159,"YJR070C","LIA1"
"P47122",9.9843219179683e-05,0.000103388751463882,"YJR072C","NPA3"
"P47124",0.000156073095422645,0.000159290858700425,"YJR075W","HOC1"
"P47125",3.29583066220231e-05,3.5249398197004e-05,"YJR078W","BNA2"
"P47127",1.14308986640041e-05,1.13363564938849e-05,"YJR080C","AIM24"
"P47130",1.00786395464902e-05,9.70593602779647e-06,"YJR084W","CSN12"
"P47133",5.90344430524025e-05,5.87474613655951e-05,"YJR088C","EMC2"
"P47135",4.35963922398672e-06,4.28012897769025e-06,"YJR091C","JSN1"
"P47136",6.94264999069696e-06,6.68300319844917e-06,"YJR092W","BUD4"
"P47137",6.80170600100058e-06,7.15617215888466e-06,"YJR096W","YJR096W"
"P47138",1.25482635734006e-05,1.38299984703764e-05,"YJR097W","JJJ3"
"P47141",2.59291009648535e-06,2.89227083385304e-06,"YJR101W","RSM26"
"P47143",4.95547279574899e-05,5.02855599603439e-05,"YJR105W","ADO1"
"P47148",1.7505936932315e-05,1.51799415588033e-05,"YJR111C","YJR111C"
"P47150",6.37952415125439e-05,6.37518916147979e-05,"YJR113C","RSM7"
"P47154",0.000513877960495164,0.000504219238625279,"YJR117W","STE24"
"P47155",1.94753752359615e-05,2.16469022738926e-05,"YJR118C","ILM1"
"P47158",3.51030851024334e-06,2.739388569772e-06,"YJR122W","IBA57"
"P47159",1.88848188711354e-05,1.93491896776057e-05,"YJR124C","YJR124C"
"P47160",6.72202366044732e-05,6.84253434928333e-05,"YJR125C","ENT3"
"P47164",1.14346066040831e-05,1.21124971185962e-05,"YJR130C","STR2"
"P47165",1.6809172004995e-05,1.759481457743e-05,"YJR133W","XPT1"
"P47166",3.97923511665208e-06,4.07994043961361e-06,"YJR134C","SGM1"
"P47169",0.000160963445289366,0.000185348125301429,"YJR137C","MET5"
"P47170",1.52193875226345e-05,1.51709413331983e-05,"YJR138W","IML1"
"P47171",9.45832323279996e-06,8.4423858786379e-06,"YJR140C","HIR3"
"P47173",2.23381362118903e-05,2.21749272478167e-05,"YJR142W","YJR142W"
"P47176",1.67603886021212e-05,1.68654225081674e-05,"YJR148W","BAT2"
"P47187",5.33998406599252e-07,5.75803595085631e-07,"YJR161C","COS5"
"P47190",2.30180349633647e-06,3.20299490528514e-06,"YOR321W","PMT3"
"P47818",5.89562963430279e-05,5.08418811901656e-05,"YLR220W","CCC1"
"P47912",4.94282137956838e-05,4.91077156023096e-05,"YMR246W","FAA4"
"P47988",4.70792071656937e-06,4.87831785171326e-06,"YOR337W","TEA1"
"P48015",0.000347406966055032,0.000350932446954103,"YDR019C","GCV1"
"P48164",0.000209699014882088,0.000234475814870429,"YNL096C","RPS7B"
"P48231",1.21809130957527e-05,1.26596748653245e-05,"YNL087W","TCB2"
"P48234",2.12126740196137e-05,2.23771298859124e-05,"YGR145W","ENP2"
"P48237",9.07788933229847e-06,9.53909609662373e-06,"YGR150C","CCM1"
"P48360",4.8738429611781e-06,5.54984175855218e-06,"YDR376W","ARH1"
"P48361",8.13791618801115e-06,8.1945120120051e-06,"YGR097W","ASK10"
"P48362",0.00023122952623475,0.000229365515800713,"YGR187C","HGH1"
"P48363",2.63395871770797e-05,2.60740934291106e-05,"YGR078C","PAC10"
"P48365",6.24223937551157e-06,6.2440247238528e-06,"YDL234C","GYP7"
"P48412",3.74791111893611e-06,3.95467947807802e-06,"YGR072W","UPF3"
"P48415",3.21137160454652e-05,3.44407420567484e-05,"YPL085W","SEC16"
"P48439",9.62064869700472e-05,9.44895800550948e-05,"YOR085W","OST3"
"P48445",2.55443404585294e-06,2.34018684738818e-06,"YDL141W","BPL1"
"P48510",0.000169849211385622,0.000112594985159712,"YMR276W","DSK2"
"P48524",4.87845496025048e-06,4.68754088190474e-06,"YMR275C","BUL1"
"P48525",3.29178216562667e-06,3.38504300582613e-06,"YOL033W","MSE1"
"P48526",2.17469697706816e-05,2.33489834751512e-05,"YPL040C","ISM1"
"P48527",2.81438078383103e-05,2.71151950953189e-05,"YPL097W","MSY1"
"P48559",2.92382883124646e-06,3.3640238779996e-06,"YNL304W","YPT11"
"P48562",2.03886319043304e-06,2.08814952335671e-06,"YNL298W","CLA4"
"P48563",4.97561877672643e-05,4.62788713563553e-05,"YNL297C","MON2"
"P48566",4.3333830017922e-06,4.52210606411977e-06,"YNL293W","MSB3"
