"Accession","Rich_1","Rich_2","Gene","Protein"
"P14908",5.74613453501431e-06,5.87699961949383e-06,"YMR228W","MTF1"
"P14922",0.000103579400609175,0.000100199858655524,"YBR112C","CYC8"
"P15019",0.00430166362151737,0.00427338163994732,"YLR354C","TAL1"
"P15108",0.00429890500925478,0.00369068238876211,"YMR186W","HSC82"
"P15179",4.28566574863295e-07,4.16390690355252e-07,"YPL104W","MSD1"
"P15180",0.00121456938818828,0.00117171580913796,"YDR037W","KRS1"
"P15202",2.82731382960865e-05,2.43316054065922e-05,"YDR256C","CTA1"
"P15274",9.12911127248769e-05,9.34802467950422e-05,"YML035C","AMD1"
"P15303",0.000385116686972485,0.000398801494416362,"YPR181C","SEC23"
"P15367",1.08378689370614e-05,9.92622332314872e-06,"YIR022W","SEC11"
"P15424",0.000105982861417036,0.000101647367053096,"YDR194C","MSS116"
"P15436",1.61686742482235e-05,1.61941943995902e-05,"YDL102W","POL3"
"P15442",2.72063481882359e-05,2.79173712663576e-05,"YDR283C","GCN2"
"P15454",0.000132453859726915,0.000134073209399174,"YDR454C","GUK1"
"P15496",0.00010368906601924,9.84400527256794e-05,"YPL117C","IDI1"
"P15565",0.000109585428452788,0.000106806084639116,"YDR120C","TRM1"
"P15624",0.000337909760120508,0.000358843506779001,"YLR060W","FRS1"
"P15625",0.000323651210503638,0.000327845794953039,"YFL022C","FRS2"
"P15646",0.000508571620688621,0.000566992913388382,"YDL014W","NOP1"
"P15700",0.000196422309237869,0.000184366800528314,"YKL024C","URA6"
"P15703",0.000469916192324693,0.000448450894422414,"YGR282C","BGL2"
"P15705",0.000702604123360522,0.000716128394752249,"YOR027W","STI1"
"P15790",5.14747565280998e-05,5.10333151573141e-05,"YIL035C","CKA1"
"P15807",3.19860774225249e-06,3.24770815985609e-06,"YBR213W","MET8"
"P15873",0.000268833475445524,0.000254396872552064,"YBR088C","POL30"
"P15891",9.86606449940486e-05,9.89828715407088e-05,"YCR088W","ABP1"
"P15938",1.3927758598616e-06,1.4755079879672e-06,"YKR086W","PRP16"
"P15992",0.000189560987368086,0.000178138494163781,"YBR072W","HSP26"
"P16120",0.000662830340481265,0.000618233141304868,"YCR053W","THR4"
"P16140",0.000748318430248002,0.000722532244126176,"YBR127C","VMA2"
"P16370",1.4579627560112e-06,1.39483024058875e-06,"YIL021W","RPB3"
"P16387",0.000563642783001794,0.000574858971181977,"YER178W","PDA1"
"P16451",4.27234715389206e-05,4.28667819927982e-05,"YGR193C","PDX1"
"P16467",9.80650975588936e-06,8.71939068828288e-06,"YLR134W","PDC5"
"P16474",0.00126754284566075,0.00129328098465146,"YJL034W","KAR2"
"P16521",0.0169320963703749,0.0165507548541314,"YLR249W","YEF3"
"P16522",5.92342628829334e-06,5.94529679922848e-06,"YHR166C","CDC23"
"P16547",0.000401249992401467,0.000420049595105618,"YIL136W","OM45"
"P16550",0.000295238823861839,0.000283273158045217,"YCL050C","APA1"
"P16603",0.00022401776248337,0.000234562276124168,"YHR042W","NCP1"
"P16622",0.000127475443319173,0.00012563119615293,"YOR176W","HEM15"
"P16639",2.02386909200899e-06,2.33590146989702e-06,"YGL017W","ATE1"
"P16649",0.00016475563919133,0.00016469200655199,"YCR084C","TUP1"
"P16661",2.25000841203367e-05,2.3742426523149e-05,"YBR110W","ALG1"
"P16664",7.00776202188626e-06,7.3845022532694e-06,"YDR137W","RGP1"
"P16861",0.0022751016899198,0.00233492195598052,"YGR240C","PFK1"
"P16862",0.00143460664152564,0.00139546924327748,"YMR205C","PFK2"
"P16892",2.84094717113211e-05,2.91054663486284e-05,"YBL016W","FUS3"
"P17064",0.000505120271748601,0.000458341316213282,"YER056C","FCY2"
"P17065",1.35790888267941e-05,1.42059053414545e-05,"YNL272C","SEC2"
"P17076",0.000793786475836912,0.000822068651329018,"YHL033C","RPL8A"
"P17106",6.6160786797104e-05,6.86401562799977e-05,"YJR060W","CBF1"
"P17121",1.58542513912413e-06,1.58932240682062e-06,"YDR389W","SAC7"
"P17157",2.85108130047329e-05,3.13062319272623e-05,"YPL031C","PHO85"
"P17255",0.00281769241207331,0.00274536361624519,"YDL185W","VMA1"
"P17423",0.000285608149121421,0.000302771440711385,"YHR025W","THR1"
"P17442",1.48429546518105e-05,1.50198417575292e-05,"YGR233C","PHO81"
"P17505",0.000131687977053126,0.00013738165748089,"YKL085W","MDH1"
"P17536",0.000120739728843267,0.000118238994283751,"YNL079C","TPM1"
"P17555",0.000193868631680652,0.000181106576751466,"YNL138W","SRV2"
"P17558",2.97108442381944e-05,3.10928021061408e-05,"YOR158W","PET123"
"P17629",1.99749788603806e-05,1.94022400444466e-05,"YDR138W","HPR1"
"P17649",4.98351307900233e-05,4.82511596484092e-05,"YGR019W","UGA1"
"P17695",5.54797248008869e-06,5.1908425022618e-06,"YDR513W","GRX2"
"P17709",0.000158396694984897,0.000152732376606721,"YCL040W","GLK1"
"P17883",0.000102606350631765,0.000105970819398698,"YPR189W","SKI3"
"P17890",1.36177134563733e-05,1.34427917912779e-05,"YNL151C","RPC31"
"P17891",0.000150438037885819,0.000151031068692374,"YGR167W","CLC1"
"P17898",1.0731127276299e-05,1.07715978769103e-05,"YNL130C","CPT1"
"P17967",0.000449479782815352,0.000453150421423008,"YCL043C","PDI1"
"P18239",0.00353868171158211,0.00349516936255383,"YBL030C","PET9"
"P18408",3.14509852926589e-07,4.95494694709233e-07,"YPR167C","MET16"
"P18480",5.35218778305053e-06,5.1516914512234e-06,"YBR289W","SNF5"
"P18496",5.16946070893136e-06,4.78720773080436e-06,"YLR393W","ATP10"
"P18544",1.71284778307442e-05,1.91526675942882e-05,"YOL140W","ARG8"
"P18562",0.000303024601875651,0.000319248516180712,"YHR128W","FUR1"
"P18759",9.875862607671e-05,0.000101530951898744,"YBR080C","SEC18"
"P18851",1.04961330673716e-05,1.08228349505507e-05,"YOR212W","STE4"
"P18900",2.35164554315581e-05,2.41975390388818e-05,"YBR003W","COQ1"
"P18961",8.1522969307082e-07,8.27633945055355e-07,"YMR104C","YPK2"
"P18962",0.000112886292842638,0.000116301907776163,"YHR028C","DAP2"
"P18963",9.20658620300996e-06,9.48192975586355e-06,"YBR140C","IRA1"
"P19073",7.90655954086712e-05,7.65742799432739e-05,"YLR229C","CDC42"
"P19097",0.00468782084710103,0.00463143519344515,"YPL231W","FAS2"
"P19146",1.87545764295877e-05,1.8998920575413e-05,"YDL137W","ARF2"
"P19158",3.64727083169314e-06,3.4926525938711e-06,"YOL081W","IRA2"
"P19262",3.14724312255554e-05,3.3170091907508e-05,"YDR148C","KGD2"
"P19263",3.18093440779776e-05,2.99251598296345e-05,"YLR071C","RGR1"
"P19358",8.80657313716878e-05,7.23861855953545e-05,"YDR502C","SAM2"
"P19414",0.00148316275791476,0.00143428346449967,"YLR304C","ACO1"
"P19454",0.000115429867894805,0.000116049732827142,"YOR061W","CKA2"
"P19516",1.4177769800336e-05,1.44091887212678e-05,"YPL132W","COX11"
"P19524",0.000256179525520566,0.000252854968525983,"YOR326W","MYO2"
"P19658",3.95944162867994e-06,3.9605740720418e-06,"YJL085W","EXO70"
"P19659",3.10217696752723e-05,3.31237715634428e-05,"YOL051W","GAL11"
"P19735",1.53504629293585e-05,1.52437013397458e-05,"YBR055C","PRP6"
"P19736",1.82195280680804e-06,1.84483554813085e-06,"YDL030W","PRP9"
"P19807",1.65938607617489e-05,1.56858035188156e-05,"YGL077C","HNM1"
"P19812",5.69762960405676e-05,5.69925918808111e-05,"YGR184C","UBR1"
"P19881",3.08489083189113e-05,3.15476751300684e-05,"YDL236W","PHO13"
"P19882",0.00468474506870029,0.00480567050755779,"YLR259C","HSP60"
"P19956",2.50055545339756e-06,2.6122840381485e-06,"YMR225C","MRPL44"
"P20049",5.85801278809398e-06,5.91239908222471e-06,"YBR166C","TYR1"
"P20051",0.000100542843320764,0.000111536445551588,"YLR420W","URA4"
"P20053",3.8703034784466e-06,3.47091969346665e-06,"YPR178W","PRP4"
"P20081",0.000313573081928961,0.000297767070137937,"YNL135C","FPR1"
"P20084",2.87930370593516e-05,2.96851986930045e-05,"YMR286W","MRPL33"
"P20107",0.000333991185392671,0.000335253485976842,"YMR243C","ZRC1"
"P20133",1.77542083886429e-05,1.75636994319438e-05,"YPR176C","BET2"
"P20134",2.38813098961815e-06,2.27756265655126e-06,"YOR140W","SFL1"
"P20424",0.000187179154814973,0.000182529828171233,"YPR088C","SRP54"
"P20433",1.49405070988036e-06,1.22057047670754e-06,"YJL140W","RPB4"
"P20434",2.78633308567568e-05,2.77425047855344e-05,"YBR154C","RPB5"
"P20435",5.36129098947565e-05,5.8589768363674e-05,"YPR187W","RPO26"
"P20436",3.07234499095184e-05,3.23399598181096e-05,"YOR224C","RPB8"
"P20447",0.00180919886686175,0.00188375016676005,"YGL078C","DBP3"
"P20448",7.72459892309037e-05,7.46007915526613e-05,"YJL033W","HCA4"
"P20449",9.30795801655262e-05,9.17940069071155e-05,"YOR046C","DBP5"
"P20457",1.81915205150474e-05,1.83390243556736e-05,"YKL045W","PRI2"
"P20459",0.00120844774646215,0.00120083642529775,"YJR007W","SUI2"
"P20484",4.909284474437e-05,5.12008520777394e-05,"YKL021C","MAK11"
"P20485",0.000118300402272783,0.000110330197539002,"YLR133W","CKI1"
"P20486",8.74048341334816e-06,1.06198553744415e-05,"YBR135W","CKS1"
"P20604",5.53731282317914e-06,5.37272965821501e-06,"YDL047W","SIT4"
"P20606",0.000126982122333668,0.000117211869819761,"YPL218W","SAR1"
"P20676",2.33212074856457e-06,2.31100636213517e-06,"YOR098C","NUP1"
"P20795",7.39556004094062e-06,6.64206427032267e-06,"YLR396C","VPS33"
"P20967",0.000489338529499271,0.000514737486990924,"YIL125W","KGD1"
"P21147",0.000107047390145724,0.00010406301178957,"YGL055W","OLE1"
"P21182",2.83074063590189e-05,3.08727318825615e-05,"YOL052C","SPE2"
"P21242",0.000126472724041548,0.000124699780627545,"YOR362C","PRE10"
"P21243",0.00012291962130513,0.000129353268192415,"YGL011C","SCL1"
"P21264",0.000826960181007544,0.000810454909063183,"YOR128C","ADE2"
"P21269",3.32736695987505e-05,3.38548914453867e-05,"YER168C","CCA1"
"P21304",0.000227191269336868,0.000223810796858986,"YLR196W","PWP1"
"P21306",1.56924594314623e-05,1.66471559542332e-05,"YPL271W","ATP15"
"P21339",1.05866156168588e-05,1.0814272305648e-05,"YOR188W","MSB1"
"P21374",1.94139816131225e-06,1.93991569572654e-06,"YJR050W","ISY1"
"P21375",4.74215501423276e-06,4.81215837455307e-06,"YJR051W","OSM1"
"P21524",0.000313310947300716,0.000316180163471389,"YER070W","RNR1"
"P21538",2.59774882451674e-05,2.43608607087111e-05,"YBR049C","REB1"
"P21560",2.68275178567042e-05,2.70936356739364e-05,"YPL215W","CBP3"
"P21576",0.000397623523498953,0.000382397519571733,"YKR001C","VPS1"
"P21657",5.45060814895717e-06,5.08960139162664e-06,"YIR023W","DAL81"
"P21734",0.000110103976443644,8.77452899441767e-05,"YDR177W","UBC1"
"P21771",3.07715963803257e-05,3.01339593202821e-05,"YDR337W","MRPS28"
"P21801",0.000454749348946269,0.000476808860451942,"YLL041C","SDH2"
"P21825",1.42523639529102e-05,1.50757759324898e-05,"YPL094C","SEC62"
"P21826",7.53850967444519e-06,6.96061455709653e-06,"YIR031C","DAL7"
"P21827",4.18358772224368e-05,4.32234638663315e-05,"YGL097W","SRM1"
"P21951",9.75078712574435e-06,9.3046297711535e-06,"YNL262W","POL2"
"P21954",0.000518894265597045,0.000547130666431377,"YDL066W","IDP1"
"P21957",3.52604272196386e-05,3.48137716409856e-05,"YHL020C","OPI1"
"P21965",0.0001394875348735,0.000146904020603465,"YNL307C","MCK1"
"P22007",5.21630692157783e-06,5.31190743843112e-06,"YDL090C","RAM1"
"P22023",3.15720019684624e-05,3.31208036091371e-05,"YOR336W","KRE5"
"P22035",6.80870540482968e-06,7.6800978029065e-06,"YKR099W","BAS1"
"P22082",2.72119019221681e-05,2.63457560219468e-05,"YOR290C","SNF2"
"P22133",0.000350698744444525,0.000323104386407002,"YOL126C","MDH2"
"P22134",1.16885414910071e-05,1.10634457469004e-05,"YER142C","MAG1"
"P22135",4.59859985553234e-05,4.73908451114341e-05,"YJL180C","ATP12"
"P22136",4.23578589430713e-06,4.28113276445832e-06,"YMR282C","AEP2"
"P22137",0.000529561102710196,0.000534313044260057,"YGL206C","CHC1"
"P22138",0.000188882754525415,0.000183816060659913,"YPR010C","RPA135"
"P22139",2.76646877440954e-05,2.64363671494274e-05,"YOR210W","RPB10"
"P22140",4.47914406628021e-06,4.55703980734162e-06,"YHR123W","EPT1"
"P22141",0.00033512204480785,0.000376127186029573,"YER012W","PRE1"
"P22146",0.000688262882263159,0.000682225298092878,"YMR307W","GAS1"
"P22147",0.000398788155719876,0.000406939795382125,"YGL173C","XRN1"
"P22202",2.61504883676737e-05,2.30111445107563e-05,"YER103W","SSA4"
"P22203",0.000487385239751309,0.000498200359212975,"YOR332W","VMA4"
"P22204",1.11303148375938e-05,1.06315254761649e-05,"YGR092W","DBF2"
"P22211",8.83855523861891e-06,8.73551798945207e-06,"YNL183C","NPR1"
"P22213",8.45666513793032e-05,8.47380808996865e-05,"YDR189W","SLY1"
"P22214",1.90940965062284e-05,1.92841413461573e-05,"YLR268W","SEC22"
"P22216",4.58730081093753e-06,4.68893421199336e-06,"YPL153C","RAD53"
"P22219",4.19790323734627e-06,5.06484505432706e-06,"YBR097W","VPS15"
"P22224",5.10099761995261e-05,4.91831668485917e-05,"YGL233W","SEC15"
"P22276",4.73956527158282e-05,4.53620983103051e-05,"YOR207C","RET1"
"P22289",0.000130461830606821,0.000124540279081241,"YGR183C","QCR9"
"P22336",0.000179398901622302,0.000182887014618268,"YAR007C","RFA1"
"P22353",5.46020066544071e-05,5.67093621914233e-05,"YJL063C","MRPL8"
"P22354",3.33859723839195e-05,3.25800491073527e-05,"YKR085C","MRPL20"
"P22434",5.96849199134019e-06,5.75697765049015e-06,"YGL248W","PDE1"
"P22438",5.99167507921967e-06,5.97070371892267e-06,"YGR171C","MSM1"
"P22470",4.14832941993804e-06,4.24392059203964e-06,"YDR143C","SAN1"
"P22515",0.000633172309633425,0.000627354792240004,"YKL210W","UBA1"
"P22516",4.03005133851657e-07,3.99807079365048e-07,"YPL008W","CHL1"
"P22517",3.12995507632135e-05,2.93269519665417e-05,"YOL016C","CMK2"
"P22543",8.93762099750898e-06,9.15431323644345e-06,"YLR240W","VPS34"
"P22579",8.40755772050731e-05,8.20769745559922e-05,"YOL004W","SIN3"
"P22696",3.88501427891221e-07,3.65322408210315e-07,"YJR017C","ESS1"
"P22768",0.000663503144594633,0.000693375065485002,"YOL058W","ARG1"
"P22803",8.06188338983724e-06,6.9101141029443e-06,"YGR209C","TRX2"
"P22804",1.03910666184009e-05,1.01630599414169e-05,"YIL004C","BET1"
"P22855",3.22001112692194e-05,3.1772880189255e-05,"YGL156W","AMS1"
"P22936",4.0682145930895e-05,4.10470260978102e-05,"YKL114C","APN1"
"P22943",2.05082961468769e-05,2.07280365826495e-05,"YFL014W","HSP12"
"P23180",1.40164881832306e-05,1.46436302535489e-05,"YHL021C","AIM17"
"P23201",3.28196623295989e-05,3.34398221166113e-05,"YLL021W","SPA2"
"P23202",7.41129618242547e-05,4.73260489377264e-05,"YNL229C","URE2"
"P23248",0.00414997444269276,0.00416894889580009,"YML063W","RPS1B"
"P23254",0.0034796143681136,0.0035912868538346,"YPR074C","TKL1"
"P23255",9.85166815345778e-06,9.79049566990228e-06,"YCR042C","TAF2"
"P23287",7.10838637105609e-06,7.13251865259681e-06,"YLR433C","CNA1"
"P23291",3.68837016522251e-06,3.50138759713002e-06,"YHR135C","YCK1"
"P23292",4.2600309083607e-05,4.36311185715533e-05,"YNL154C","YCK2"
"P23293",9.69120209581626e-06,9.8557648260575e-06,"YPR161C","SGV1"
"P23301",0.000933154136482283,0.000901518389866521,"YEL034W","HYP2"
"P23337",1.24573386669363e-06,1.34648604980435e-06,"YFR015C","GSY1"
"P23369",7.11931542449742e-06,6.581432156433e-06,"YGR076C","MRPL25"
"P23394",4.72144950273038e-06,4.77778720945544e-06,"YDR243C","PRP28"
"P23503",9.70327401293031e-06,9.82221207834244e-06,"YNL240C","NAR1"
"P23542",0.000635217473027189,0.000645301476580815,"YLR027C","AAT2"
"P23585",0.00014562533593852,0.000144295357494645,"YMR011W","HXT2"
"P23595",1.64882799454073e-05,1.59180407408505e-05,"YDL188C","PPH22"
"P23615",0.000234581724393704,0.000245145036780312,"YGR116W","SPT6"
"P23638",7.89047964072049e-05,6.27615183908754e-05,"YGR135W","PRE9"
"P23639",0.000171749575100431,0.000179075621911885,"YML092C","PRE8"
"P23641",0.00136372358235846,0.00137479858523017,"YJR077C","MIR1"
"P23642",1.43682368055348e-05,1.3303995151688e-05,"YML115C","VAN1"
"P23644",0.000447970024577612,0.000470317891795462,"YMR203W","TOM40"
"P23724",0.000277905919083673,0.000264102276209546,"YBL041W","PRE7"
"P23776",0.000139613903467768,0.000141429779279337,"YLR300W","EXG1"
"P23796",3.78337148209413e-06,3.89870122234674e-06,"YMR283C","RIT1"
"P23797",4.43058676924393e-07,4.10422088195854e-07,"YMR281W","GPI12"
"P23833",1.52677478647745e-05,1.40951810039722e-05,"YBR037C","SCO1"
"P23968",6.34289151050414e-05,6.81873537865657e-05,"YHR026W","VMA16"
"P24000",3.53908291998265e-06,3.90523158904503e-06,"YGR148C","RPL24B"
"P24004",4.23601398494852e-05,4.23861115087151e-05,"YKL197C","PEX1"
"P24276",4.33562963784672e-05,4.24938239055848e-05,"YDR293C","SSD1"
"P24279",4.7106303341655e-05,4.71197762566577e-05,"YEL032W","MCM3"
"P24280",0.000413106235214154,0.000392671342608758,"YMR079W","SEC14"
"P24384",9.60794565553223e-06,9.8005171350856e-06,"YER013W","PRP22"
"P24482",1.79896137678494e-05,1.64605699492019e-05,"YPR175W","DPB2"
"P24521",1.85820715539542e-05,1.78877871896271e-05,"YMR220W","ERG8"
"P24583",7.54964295187429e-06,7.36375934759608e-06,"YBL105C","PKC1"
"P24720",2.31375611576654e-06,2.40475760636324e-06,"YOR350C","MNE1"
"P24783",0.000429815909320928,0.00044160732764448,"YNL112W","DBP2"
"P24784",4.50668424261628e-06,4.1475505247698e-06,"YPL119C","DBP1"
"P24814",1.9895488039336e-05,1.87673194800135e-05,"YJR090C","GRR1"
"P25037",0.000117130531022231,0.000101973655486665,"YDL122W","UBP1"
"P25038",1.15411472255383e-05,1.26329052193606e-05,"YOL023W","IFM1"
"P25039",5.13388483140926e-05,5.36690400103815e-05,"YLR069C","MEF1"
"P25040",2.82752532934714e-05,2.95231579813977e-05,"YOL022C","TSR4"
"P25043",0.000256526128943119,0.000275902702999205,"YOR157C","PUP1"
"P25044",8.74054464893872e-07,8.61447035534725e-07,"YDL230W","PTP1"
"P25045",2.51377600118351e-05,9.81252074848697e-05,"YMR296C","LCB1"
"P25087",0.000689286011908304,0.000659849208704492,"YML008C","ERG6"
"P25270",1.06479763293155e-05,1.13917403064396e-05,"YOR201C","MRM1"
"P25293",0.000314006974965794,0.000302280036419369,"YKR048C","NAP1"
"P25294",0.000586419187403508,0.000590644329003638,"YNL007C","SIS1"
"P25296",1.24150638700103e-05,1.21528179655542e-05,"YKL190W","CNB1"
"P25298",8.37940724562119e-05,8.1316007472966e-05,"YMR061W","RNA14"
"P25303",3.11502670722821e-06,2.80672273458823e-06,"YMR214W","SCJ1"
"P25335",6.95248960118809e-06,6.60940856532638e-06,"YIR029W","DAL2"
"P25339",3.0233907314245e-05,3.0534049042104e-05,"YGL014W","PUF4"
"P25340",4.8450499361825e-05,5.10266716644412e-05,"YGL012W","ERG4"
"P25342",9.48489192255728e-05,9.50051301050926e-05,"YCR002C","CDC10"
"P25343",0.0002145603165811,0.000226471960149391,"YCR009C","RVS161"
"P25344",1.2310771224118e-05,1.17837445003896e-05,"YCL032W","STE50"
"P25345",1.81516909511418e-05,1.80014107551067e-05,"YCR024C","SLM5"
"P25348",6.8456938544261e-06,6.94145524658865e-06,"YCR003W","MRPL32"
"P25349",4.25271812266591e-05,4.17448915103236e-05,"YCR004C","YCP4"
"P25351",1.69963845680099e-05,1.98176552272578e-05,"YCR023C","YCR023C"
"P25355",2.01223094022922e-05,1.87991139814089e-05,"YCR054C","CTR86"
"P25356",1.61617924102007e-05,1.33587397763162e-05,"YCR032W","BPH1"
"P25357",3.98807051571915e-06,4.24966597232457e-06,"YCR033W","SNT1"
"P25358",9.35092475531746e-05,8.0664800123721e-05,"YCR034W","ELO2"
"P25359",3.02919418868976e-05,3.05647454874981e-05,"YCR035C","RRP43"
"P25360",5.36317578153412e-06,5.5706047502313e-06,"YCR037C","PHO87"
"P25365",2.03158332689683e-05,2.17995815504361e-05,"YCR067C","SED4"
"P25367",0.00046810801019371,0.000451098795393251,"YCL028W","RNQ1"
"P25368",1.36267077964662e-06,1.45535107423474e-06,"YCL031C","RRP7"
"P25369",8.33014851288801e-05,8.628091471615e-05,"YCL034W","LSB5"
"P25371",4.34713239136015e-05,4.5022097651409e-05,"YCR011C","ADP1"
"P25372",6.09684574571751e-05,6.27609523368043e-05,"YCR083W","TRX3"
"P25373",0.000104860909060097,0.000100631371469294,"YCL035C","GRX1"
"P25374",6.28617938721688e-05,6.9225438196836e-05,"YCL017C","NFS1"
"P25375",7.60946585239979e-05,7.90732201872211e-05,"YCL057W","PRD1"
"P25376",4.71292957278129e-06,5.05500739671787e-06,"YCL025C","AGP1"
"P25382",3.1868391608077e-05,3.3125258572514e-05,"YCR072C","RSA4"
"P25385",1.13929005422913e-05,1.16287337099346e-05,"YLR078C","BOS1"
"P25386",2.79021553115067e-05,2.43418045381846e-05,"YDL058W","USO1"
"P25389",5.27045465778435e-06,5.24187954264595e-06,"YCL024W","KCC4"
"P25441",1.05711372807731e-05,1.03747206399619e-05,"YDL150W","RPC53"
"P25443",0.00341570450821977,0.00344001234195993,"YGL123W","RPS2"
"P25454",4.04395232962537e-05,3.80716135902748e-05,"YER095W","RAD51"
"P25491",0.000501866454710413,0.000526323868325906,"YNL064C","YDJ1"
