"Accession","Gene","Protein","Min_1","Min_2","Min_3","Rich_1","Rich_2","Rich_3"
"P07806","YGR094W","VAS1",0.00134671164410507,0.00134622877962271,0.00133976498766534,0.00129694923274391,0.00133499066652688,0.00139182532064115
"P07834","YFL009W","CDC4",3.75477822978338e-06,3.82185453767021e-06,4.37710344200766e-06,3.97546237274557e-06,4.18223126498022e-06,4.2037997838141e-06
"P07866","YAL024C","LTE1",6.98346025774789e-06,6.68223598435566e-06,6.86224393342761e-06,6.79181056113669e-06,6.77414504682486e-06,7.38451897093575e-06
"P07884","YOR274W","MOD5",8.61055051133541e-06,8.44245583677219e-06,8.93859556739844e-06,1.00558087293781e-05,1.081080570821e-05,1.03558275485731e-05
"P07991","YLR438W","CAR2",0.00013981459222296,0.0001406478043998,0.000133204413320234,0.000549212960080659,0.000579680466596136,0.000573353459220836
"P08004","YNL192W","CHS1",1.30862735098456e-05,1.33091875832635e-05,1.64059263573704e-05,1.61177710605468e-05,1.62665987307542e-05,1.75274708114336e-05
"P08018","YJL128C","PBS2",1.06285157674079e-05,1.05289762371753e-05,1.20916886333185e-05,1.164191503327e-05,1.2180846749869e-05,1.19105456378306e-05
"P08067","YEL024W","RIP1",1.92120317541772e-05,2.19761281954832e-05,2.30508503500547e-05,1.94166459507403e-05,2.21402575142296e-05,2.18028295901388e-05
"P08417","YPL262W","FUM1",0.000489038917423882,0.00048478893133832,0.000488663673321261,0.00042157018959851,0.000464884662531506,0.000470450608220538
"P08425","YPR047W","MSF1",3.60234776325331e-06,3.77172646449583e-06,3.69810455499322e-06,3.97420376677248e-06,3.82021600538671e-06,3.81835358151607e-06
"P08432","YKL184W","SPE1",8.0678700726298e-06,9.02476709618117e-06,1.09617556523219e-05,1.47426480938412e-05,1.46558285086835e-05,1.41849166865134e-05
"P08465","YNL277W","MET2",8.9831475367249e-05,9.30321312110396e-05,9.36613859100542e-05,1.38910130856052e-05,1.23534300472127e-05,1.44297318656672e-05
"P08466","YJL208C","NUC1",4.92565816884317e-06,5.03965758640262e-06,4.8742358073497e-06,5.30696980654925e-06,5.21388632275017e-06,5.48549274981336e-06
"P08518","YOR151C","RPB2",0.000145312734620283,0.000150530228717752,0.000150525401606099,0.00016485039311129,0.000172300836309102,0.000173101263611201
"P08524","YJL167W","ERG20",0.00067554236562857,0.000752896761505854,0.000722076200898722,0.000714744687641158,0.000857727728224206,0.000795177823518763
"P08536","YJR010W","MET3",0.000758266844545723,0.000801059242470022,0.000790373459301935,0.00012259646667005,0.000115873699302494,0.000128758174028582
"P08539","YHR005C","GPA1",7.76263106777583e-05,7.89361752167245e-05,8.03901085627493e-05,8.73884477581552e-05,9.44271013838587e-05,9.29230470928549e-05
"P08566","YDR127W","ARO1",0.000983104715540426,0.00100685586810081,0.00100509825686129,0.000639906395028986,0.000642407532390207,0.000655064759895344
"P08638","YLR451W","LEU3",9.16545112146996e-07,8.46622943571184e-07,8.98732893333635e-07,9.82701562348482e-07,9.8238084590565e-07,1.01473625323899e-06
"P08678","YJL005W","CYR1",1.82237739638298e-05,1.77181477434647e-05,1.88415975064561e-05,2.11932134758675e-05,2.22731630959741e-05,2.15200321193474e-05
"P08679","YCR005C","CIT2",0.00023714201351221,0.000255369705705694,0.000246442795206996,7.42055399025822e-05,8.12769267508491e-05,8.31399160267619e-05
"P08964","YHR023W","MYO1",9.07221227894842e-06,8.86376170145553e-06,9.40118674490857e-06,9.32278182674985e-06,1.00824202927417e-05,9.72478881331007e-06
"P09032","YOR260W","GCD1",1.25973841098402e-05,1.27981046506909e-05,1.31279028171217e-05,1.50916567278628e-05,1.48171919621473e-05,1.4633063315169e-05
"P09064","YPL237W","SUI3",0.00029396789441074,0.000309622731440435,0.000309455495635067,0.000360084492260601,0.000367314584004139,0.000382711417075871
"P09201","YLR377C","FBP1",2.05882398832508e-05,8.42092904672038e-06,1.61383211010444e-05,1.44635206611576e-05,1.10162288134806e-05,1.1447194154221e-05
"P09232","YEL060C","PRB1",0.000186678865124957,0.000180265370974027,0.000190592432649768,0.00016267919782394,0.000171959429832906,0.000182131719467142
"P09436","YBL076C","ILS1",0.00135265036329879,0.00134544696823736,0.00131984021880013,0.00125930839414297,0.0013549340425927,0.00137212589221806
"P09440","YBR084W","MIS1",0.000124116012142059,0.000133709400662093,0.000131601591401564,0.000154743743701399,0.000163510447015518,0.000157904970384863
"P09457","YDR298C","ATP5",5.87224122465882e-05,6.21017150017344e-05,6.44423034728693e-05,6.67182989336983e-05,7.2252723646975e-05,7.40672202021362e-05
"P09547","YPL016W","SWI1",2.60168573027195e-05,2.60425519425088e-05,2.7079479858601e-05,3.06627360304486e-05,3.22123034285281e-05,3.0632033041199e-05
"P09620","YGL203C","KEX1",1.61634178887168e-05,1.59217019077734e-05,1.66249307137527e-05,1.60436580181437e-05,1.74293621457363e-05,1.88442883598794e-05
"P09624","YFL018C","LPD1",0.00039312480925114,0.000402345297717813,0.000398860090269457,0.000331277260954117,0.000367278869272978,0.000378357105901432
"P09733","YML085C","TUB1",0.000228042209320196,0.000221605318426471,0.000227114720074332,0.00022426820493177,0.000248070325312444,0.000239168068747734
"P09734","YML124C","TUB3",6.2565260226191e-05,6.45840999899192e-05,6.39247804852779e-05,5.63114735432394e-05,6.19403855053793e-05,6.09509113011895e-05
"P09798","YKL022C","CDC16",3.94737721578664e-06,3.9854068218379e-06,4.45225074771603e-06,4.97495392178076e-06,4.80034488464311e-06,4.93229663072375e-06
"P09880","YJL087C","TRL1",3.70120584345103e-05,3.56091126130357e-05,3.80723369842492e-05,4.40538611916641e-05,4.65806337867597e-05,4.37209070124709e-05
"P09938","YJL026W","RNR2",0.000498416702543278,0.00047723426137757,0.000450120540871907,0.000393926746730818,0.000402346255782823,0.000422010624013005
"P09950","YDR232W","HEM1",7.60021522943718e-05,7.62602901034674e-05,7.82369491097594e-05,7.84980118173314e-05,8.14230609277309e-05,7.7051867673537e-05
"P09959","YLR182W","SWI6",1.4080992576923e-05,1.3992950572616e-05,1.45229945266098e-05,1.52859563588725e-05,1.6895293690921e-05,1.71175431489596e-05
"P0C0T4","YLR333C","RPS25B",0.00135407655973714,0.00137130333859926,0.00131025910724201,0.00153338064528369,0.00151521474736292,0.00152328078472229
"P0C0W1","YJL190C","RPS22A",0.00199627463578246,0.00183119655032887,0.00213134856897602,0.00233811338638114,0.00229413589867557,0.00218410779347515
"P0C0W9","YPR102C","RPL11A",0.00226893121080185,0.00232583816173776,0.00225284985705654,0.0025326178166731,0.00263194477065626,0.0026762988488295
"P0C0X0","YLR264W","RPS28B",0.000839004291703734,0.000842658876406696,0.000905841476208161,0.000992062053991435,0.00102636329732551,0.00109209563439971
"P0C2H6","YHR010W","RPL27A",0.00160498402313706,0.00172084679504408,0.00163790282493573,0.00198487352723777,0.00194497413206907,0.00194056521097385
"P0C2H8","YDL075W","RPL31A",3.86658820583144e-05,3.26283786975127e-05,4.00540190624929e-05,4.59130881497959e-05,4.32707321291067e-05,3.76884431429337e-05
"P0C2H9","YLR406C","RPL31B",4.250211671452e-05,3.95827416623688e-05,4.3106430622283e-05,4.75482307297697e-05,4.74797220331103e-05,4.53289873697449e-05
"P0C5N3","YGL041W-A","YGL041W-A",3.47758579978668e-05,3.81414100850093e-05,3.62044585619673e-05,3.90920778046447e-05,4.12701353315359e-05,4.17394268139439e-05
"P0C5R9","YPR170W-B","YPR170W-B",3.28780268991725e-05,3.2272861081836e-05,3.29237070351978e-05,2.96685738414678e-05,3.27547354769741e-05,3.23781217584334e-05
"P0CE41","YLR256W","HAP1",2.03734686898226e-06,2.03051150682869e-06,2.18348042333767e-06,2.41458538367996e-06,2.39755886257535e-06,2.48491418872197e-06
"P0CH09","YKR094C","RPL40B",0.000109933873902695,0.000118254844120107,0.000109351440548268,0.000123343805543046,0.000126284346245294,0.00012299167616989
"P0CS90","YJR045C","SSC1",0.00219287988880322,0.0022059481544016,0.00219678414779405,0.00223566416296751,0.00233646874713736,0.0023375745593178
"P0CT04","YNL015W","PBI2",6.62606690655047e-05,7.2934688810395e-05,7.74696457718592e-05,6.99984445049693e-05,8.28441075115141e-05,8.60410369697997e-05
"P0CW41","YJL221C","IMA4",1.97324648551628e-06,1.78901217552268e-06,2.14121159292284e-06,2.10233798007138e-06,2.16425127627059e-06,2.22327327729621e-06
"P0CX15","YPL283C","YRF1-7",2.89919162767972e-07,3.24968741420931e-07,3.31153991006074e-07,3.91931203946217e-07,3.94540795137393e-07,3.43908750457362e-07
"P0CX20","YDR545W","YRF1-1",9.95445476547069e-07,8.99488750873487e-07,1.06679056334579e-06,1.1506378875728e-06,1.19943617509254e-06,1.28367605510068e-06
"P0CX23","YMR242C","RPL20A",0.00213368910355888,0.00226296143577296,0.00215422112583048,0.00257776363746096,0.00263111042351775,0.002613210293924
"P0CX26","YJR094W-A","RPL43B",0.000217576108542861,0.000231180478387924,0.000223584422188302,0.000251407776359482,0.000259446933463815,0.000259008380545731
"P0CX28","YHR141C","RPL42B",0.000363453619023266,0.000368352170234672,0.000366491033815488,0.000392517041592448,0.00042440112888606,0.000424346937166642
"P0CX29","YGR118W","RPS23A",0.000560173977147836,0.000574847299511683,0.000575749125735143,0.000677871579465847,0.000690926473147818,0.000708402605347119
"P0CX31","YER074W","RPS24A",0.00116191722538287,0.00121668339366987,0.00121157364426236,0.00139952598117503,0.00147273042758056,0.0014665806648234
"P0CX34","YOR182C","RPS30B",0.000203612814791671,0.00019460867700959,0.00020580050753606,0.000232261519192778,0.000226278718172797,0.000231060549692689
"P0CX36","YHR203C","RPS4B",0.00423315564004548,0.00388002469253684,0.00424603213486298,0.00472586533737098,0.00480872946752862,0.00450879325411758
"P0CX38","YBR181C","RPS6B",0.00879324784133448,0.00917591736312478,0.00897721854992233,0.0109495429471103,0.0109643108575253,0.011010812057964
"P0CX39","YBL072C","RPS8A",0.00346619682946257,0.00349907359031021,0.00347435372742684,0.00389943164540233,0.00413408095360533,0.00402504863908076
"P0CX41","YBL087C","RPL23A",0.00258769035374102,0.00277147189834151,0.00266314474935352,0.00325616991866088,0.00321607035759445,0.0032857602188787
"P0CX44","YGL135W","RPL1B",0.00243742802465201,0.00244502070137898,0.00251890142694225,0.00278806721355788,0.00282809126074941,0.00295431113263326
"P0CX45","YFR031C-A","RPL2A",0.00384545008342465,0.00398384032129597,0.00393985631192787,0.0044527809361633,0.0045288801883974,0.00457596823208508
"P0CX47","YDR025W","RPS11A",0.00157193675701082,0.00163889144824029,0.00156557217744577,0.00196876799744799,0.00190302624668346,0.00190812669375351
"P0CX49","YOL120C","RPL18A",0.00221203044504818,0.00220755241728329,0.00231799388955171,0.002555123352007,0.00263614352744142,0.00256697553086438
"P0CX51","YMR143W","RPS16A",0.00396831054012303,0.0038135477312936,0.00367103453129262,0.00495665244495389,0.004532962161919,0.00456077080865542
"P0CX53","YEL054C","RPL12A",0.00487917197446517,0.00479287079823366,0.00491511264245559,0.00589162123163193,0.00590624137496217,0.00572146871981757
"P0CX56","YML026C","RPS18B",0.00883804663339914,0.00904384906019757,0.00843128154949185,0.00964982186211525,0.0102556616794008,0.0102977861967234
"P0CX82","YBR084C-A","RPL19A",0.00384730321826622,0.00384138442597613,0.00363800776808831,0.00447628654691615,0.00442149620723842,0.00412595437525968
"P0CX84","YDL191W","RPL35A",0.00142192669084727,0.00140254463061147,0.00139394677746822,0.00163536758977397,0.00166194675593775,0.00159808864622695
"P10080","YHL034C","SBP1",0.000119103721873045,0.000112732773349457,0.000115989514896159,0.000114374862775099,0.0001299945596493,0.000130135114296297
"P10081","YKR059W","TIF1",0.00393150617166428,0.00410215826612748,0.00404469466283583,0.00420322599594936,0.00450425002518076,0.00450881522432416
"P10356","YER152C","YER152C",4.62717680002313e-06,4.58591512106087e-06,4.62871733520992e-06,4.07183838765171e-06,4.27791015012152e-06,4.28312850625036e-06
"P10363","YIR008C","PRI1",9.27018316717818e-06,8.96904218713921e-06,9.16972084856766e-06,1.02576544925529e-05,1.06626456969377e-05,1.05434332525064e-05
"P10507","YLR163C","MAS1",8.90346411478305e-05,8.7373589660591e-05,8.96919873691191e-05,7.91459082404774e-05,8.22525950795302e-05,8.16029259723051e-05
"P10591","YAL005C","SSA1",0.00219907156760985,0.00206000441055065,0.00212356027476172,0.00210662766682858,0.00215806959323463,0.0021942762965107
"P10592","YLL024C","SSA2",0.00267425948765897,0.00261679940083377,0.00248485466654196,0.00290306459302549,0.00285919934417761,0.00281001977512676
"P10614","YHR007C","ERG11",0.000514445550901069,0.000618984153857396,0.00059207157013123,0.00036153102949186,0.00054027770344827,0.00041212882604024
"P10622","YDL130W","RPP1B",0.00325111872588724,0.0032088994250356,0.00318664410460746,0.00358849001361149,0.00394246765008392,0.00370719385049537
"P10659","YLR180W","SAM1",0.000256227832125511,0.000282676390868211,0.000264721968600164,0.000160850641904989,0.00014898358766897,0.000149089750679072
"P10662","YDR347W","MRP1",1.19671793483911e-05,1.22691191920086e-05,1.24984904744947e-05,1.27949805374424e-05,1.35895980816852e-05,1.40886647704215e-05
"P10663","YPR166C","MRP2",4.05448057766656e-06,4.24580037612549e-06,3.9961325558785e-06,4.46834724111744e-06,4.78422494109224e-06,4.62412226839199e-06
"P10823","YER020W","GPA2",9.009907853207e-05,9.44556195086711e-05,9.72940720244649e-05,9.36748755360272e-05,9.7799527550537e-05,9.92255627661264e-05
"P10834","YGR222W","PET54",1.79951405947416e-06,1.74047416697498e-06,1.8438355401214e-06,1.86991141589749e-06,1.93818142732773e-06,2.00508901710444e-06
"P10849","YDL044C","MTF2",8.4137451408061e-06,8.12362935273387e-06,8.64557729056065e-06,9.59606509163552e-06,1.03382146476362e-05,1.00127852617478e-05
"P10862","YCR066W","RAD18",1.58536800395724e-06,1.51009126598598e-06,2.15066216313926e-06,1.75955885663016e-06,2.06096183604014e-06,2.10457855545379e-06
"P10869","YER052C","HOM3",0.00101022161688049,0.000993634862458792,0.00100271816242897,0.000371929719275051,0.000345495019514285,0.000344616336842858
"P10961","YGL073W","HSF1",6.74769656337794e-06,6.45336190352522e-06,6.70904481822837e-06,7.66883176751129e-06,8.47411649715511e-06,8.53017987370028e-06
"P10962","YAL025C","MAK16",2.41718582943056e-05,2.52264901186698e-05,2.39824955079027e-05,2.96651742163314e-05,3.04125534718741e-05,2.98261505405649e-05
"P10964","YOR341W","RPA190",0.000296541987109152,0.000307829708190476,0.0003036432890467,0.00037395937539569,0.000384626814697095,0.000382718401795531
"P11075","YDR170C","SEC7",7.52220802433452e-05,7.66913986288382e-05,7.60781564113864e-05,9.23525058212179e-05,9.86045241710775e-05,0.000100689202250582
"P11076","YDL192W","ARF1",6.88328082829448e-05,7.0062657060396e-05,7.09549618417815e-05,6.98303176731444e-05,7.44058614579514e-05,7.06775863167645e-05
"P11154","YGL062W","PYC1",0.00010512246106268,0.000109457174064161,0.000109582917325807,5.83020852894169e-05,6.4046330436366e-05,6.337692080956e-05
"P11325","YLR382C","NAM2",1.55395834327455e-05,1.52920077717837e-05,1.63274222656973e-05,1.43470370066757e-05,1.53750269432533e-05,1.49883127578906e-05
"P11353","YDR044W","HEM13",0.000333639239975841,0.00032471098960032,0.000315228923772284,0.000289298984076727,0.000315250942009107,0.000301930736547349
"P11412","YNL241C","ZWF1",0.000468251996374955,0.00044564549941312,0.000464051837747761,0.000218967653917222,0.000217824715455214,0.000225451144779849
"P11433","YAL041W","CDC24",2.77989448869444e-05,2.7430526673734e-05,2.85440731940146e-05,2.67218175577619e-05,2.85039605498237e-05,2.74447399618242e-05
"P11484","YDL229W","SSB1",8.00580864822593e-05,8.62422839258214e-05,8.39116279442478e-05,0.000117383241362452,0.000109687687462565,0.000105549542167229
"P11491","YDR481C","PHO8",7.12493351891537e-05,6.37687251715332e-05,6.54863759184722e-05,5.08578730566959e-05,5.37911626206097e-05,5.06213043317189e-05
"P11632","YPR052C","NHP6A",0.000133438939411652,0.000133498626848642,0.000128526090359544,0.0001227929277064,0.000142795122035428,0.000147979285295395
"P11633","YBR089C-A","NHP6B",7.7317275952745e-05,7.72312710724249e-05,7.58799998650026e-05,8.01117195926378e-05,8.15538796177647e-05,8.6369732462679e-05
"P11655","YNR026C","SEC12",1.51268976840814e-05,1.56281069056967e-05,1.51003402961748e-05,1.74309756527406e-05,1.93336216697515e-05,1.8358917969332e-05
"P11709","YCL029C","BIK1",1.45169547141654e-08,1.45214252174998e-08,1.62889869704915e-08,1.67502645782019e-08,1.7697286004441e-08,1.78297090313421e-08
"P11745","YMR235C","RNA1",0.000200479872443175,0.000202936657657392,0.000196878008659218,0.000260213927207527,0.000286046731751412,0.000281149455397765
"P11792","YHR205W","SCH9",4.33581993244536e-05,4.33981414964189e-05,4.68382462210514e-05,4.92858872011045e-05,4.91899897421544e-05,4.9060884328393e-05
"P11914","YHR024C","MAS2",0.000105843555550026,0.000106692282226076,0.000110726934001113,0.000101687421002354,0.00010641800713105,0.00010665880585265
"P11938","YNL216W","RAP1",6.59869884673612e-05,6.64341556713325e-05,6.8443752354223e-05,7.4194253430349e-05,7.63734842469281e-05,7.75801788955486e-05
"P11972","YLR452C","SST2",1.14227914358616e-05,1.13446703037377e-05,1.17659253214021e-05,1.25866127365164e-05,1.34680010133799e-05,1.25845373209919e-05
"P11978","YDR227W","SIR4",1.0198673034313e-06,9.73454893773346e-07,1.15044179397082e-06,1.19214315969603e-06,1.31721289964388e-06,1.33671341445516e-06
"P11986","YJL153C","INO1",0.000402771936765816,0.000505488170331635,0.00044210569181243,0.00130366537187955,0.00130918033939716,0.00131873011742404
